ID,Calories_Burned
TEST_0000,170.65968
TEST_0001,192.21051
TEST_0002,49.500134
TEST_0003,163.73819
TEST_0004,230.02617
TEST_0005,174.0512
TEST_0006,99.13934
TEST_0007,43.117867
TEST_0008,78.97431
TEST_0009,59.992584
TEST_0010,125.267075
TEST_0011,50.280476
TEST_0012,15.5486
TEST_0013,180.50514
TEST_0014,224.0507
TEST_0015,16.644932
TEST_0016,95.67006
TEST_0017,131.73283
TEST_0018,157.66597
TEST_0019,9.825096
TEST_0020,52.92177
TEST_0021,88.57646
TEST_0022,28.910961
TEST_0023,87.92445
TEST_0024,22.428062
TEST_0025,130.568
TEST_0026,107.294815
TEST_0027,190.6868
TEST_0028,119.00929
TEST_0029,102.5716
TEST_0030,25.520958
TEST_0031,235.6362
TEST_0032,54.751804
TEST_0033,44.734943
TEST_0034,138.74629
TEST_0035,110.33606
TEST_0036,36.482918
TEST_0037,129.03758
TEST_0038,14.4155
TEST_0039,129.00536
TEST_0040,202.0638
TEST_0041,170.71143
TEST_0042,147.27231
TEST_0043,60.936596
TEST_0044,61.640602
TEST_0045,51.368572
TEST_0046,78.764915
TEST_0047,203.00871
TEST_0048,136.29045
TEST_0049,130.47217
TEST_0050,15.000602
TEST_0051,113.196815
TEST_0052,157.39586
TEST_0053,92.98228
TEST_0054,64.66138
TEST_0055,90.99812
TEST_0056,166.07736
TEST_0057,21.401215
TEST_0058,28.142029
TEST_0059,96.186966
TEST_0060,37.405838
TEST_0061,110.74123
TEST_0062,90.05475
TEST_0063,48.662582
TEST_0064,35.736954
TEST_0065,130.29897
TEST_0066,227.9247
TEST_0067,126.004196
TEST_0068,98.92898
TEST_0069,43.17203
TEST_0070,120.62298
TEST_0071,27.493233
TEST_0072,11.617329
TEST_0073,149.44562
TEST_0074,32.576714
TEST_0075,88.84576
TEST_0076,61.31476
TEST_0077,67.03951
TEST_0078,44.149933
TEST_0079,181.64381
TEST_0080,177.61092
TEST_0081,134.31468
TEST_0082,91.522354
TEST_0083,99.76272
TEST_0084,54.266632
TEST_0085,180.30006
TEST_0086,124.76759
TEST_0087,16.883907
TEST_0088,143.16545
TEST_0089,41.708794
TEST_0090,39.986687
TEST_0091,35.818718
TEST_0092,25.864456
TEST_0093,194.86278
TEST_0094,6.9724636
TEST_0095,12.211823
TEST_0096,233.94312
TEST_0097,146.47845
TEST_0098,190.63722
TEST_0099,171.5087
TEST_0100,13.740977
TEST_0101,97.508545
TEST_0102,185.6182
TEST_0103,163.65274
TEST_0104,63.859383
TEST_0105,164.18053
TEST_0106,36.238358
TEST_0107,21.19936
TEST_0108,190.65376
TEST_0109,27.471413
TEST_0110,110.558655
TEST_0111,186.12788
TEST_0112,46.053062
TEST_0113,145.86568
TEST_0114,53.577496
TEST_0115,81.93508
TEST_0116,79.861176
TEST_0117,61.99208
TEST_0118,14.237351
TEST_0119,8.2220545
TEST_0120,181.93497
TEST_0121,49.08674
TEST_0122,40.506783
TEST_0123,22.035934
TEST_0124,29.972328
TEST_0125,101.71271
TEST_0126,46.20113
TEST_0127,54.014603
TEST_0128,103.517685
TEST_0129,79.32362
TEST_0130,57.112473
TEST_0131,189.50108
TEST_0132,68.22162
TEST_0133,136.25868
TEST_0134,100.25807
TEST_0135,72.05124
TEST_0136,72.99808
TEST_0137,64.13343
TEST_0138,173.47432
TEST_0139,23.75758
TEST_0140,128.02814
