ID,Calories_Burned
TEST_0000,171.4156
TEST_0001,188.40523
TEST_0002,52.759533
TEST_0003,159.07005
TEST_0004,232.9413
TEST_0005,177.53476
TEST_0006,100.124565
TEST_0007,40.623924
TEST_0008,80.329384
TEST_0009,60.01243
TEST_0010,124.94405
TEST_0011,49.807312
TEST_0012,15.14091
TEST_0013,179.91925
TEST_0014,225.60683
TEST_0015,16.928505
TEST_0016,98.234955
TEST_0017,133.20753
TEST_0018,158.7889
TEST_0019,9.756904
TEST_0020,51.14458
TEST_0021,89.963524
TEST_0022,26.173653
TEST_0023,91.833916
TEST_0024,19.99775
TEST_0025,133.2427
TEST_0026,109.3202
TEST_0027,189.14085
TEST_0028,122.62538
TEST_0029,102.10869
TEST_0030,25.429485
TEST_0031,241.4345
TEST_0032,53.78778
TEST_0033,45.186848
TEST_0034,138.41374
TEST_0035,111.432335
TEST_0036,37.82061
TEST_0037,128.4561
TEST_0038,13.861395
TEST_0039,129.74916
TEST_0040,201.01523
TEST_0041,166.7806
TEST_0042,142.81471
TEST_0043,62.98182
TEST_0044,67.136406
TEST_0045,48.869415
TEST_0046,75.6104
TEST_0047,204.80806
TEST_0048,135.69698
TEST_0049,127.667564
TEST_0050,15.4175625
TEST_0051,112.43115
TEST_0052,156.66566
TEST_0053,92.48356
TEST_0054,67.7861
TEST_0055,94.805244
TEST_0056,162.14604
TEST_0057,19.248405
TEST_0058,29.995617
TEST_0059,101.20335
TEST_0060,36.883274
TEST_0061,110.557434
TEST_0062,90.79781
TEST_0063,48.511585
TEST_0064,35.230858
TEST_0065,136.38799
TEST_0066,231.64589
TEST_0067,126.69185
TEST_0068,102.63324
TEST_0069,43.352352
TEST_0070,123.7752
TEST_0071,26.062794
TEST_0072,12.416424
TEST_0073,152.56532
TEST_0074,32.291203
TEST_0075,91.96418
TEST_0076,63.301132
TEST_0077,71.085884
TEST_0078,42.49706
TEST_0079,188.51054
TEST_0080,171.99596
TEST_0081,136.871
TEST_0082,90.239296
TEST_0083,101.5213
TEST_0084,53.149918
TEST_0085,180.40092
TEST_0086,129.28107
TEST_0087,16.23779
TEST_0088,144.75166
TEST_0089,43.770855
TEST_0090,40.631573
TEST_0091,35.739605
TEST_0092,24.405987
TEST_0093,198.56154
TEST_0094,5.5196104
TEST_0095,12.778967
TEST_0096,232.92542
TEST_0097,143.36357
TEST_0098,186.0865
TEST_0099,173.37132
TEST_0100,13.731556
TEST_0101,94.619644
TEST_0102,187.01945
TEST_0103,163.65686
TEST_0104,61.024338
TEST_0105,165.29085
TEST_0106,36.160717
TEST_0107,20.150894
TEST_0108,193.39714
TEST_0109,29.288132
TEST_0110,111.74248
TEST_0111,182.05482
TEST_0112,45.91249
TEST_0113,143.39546
TEST_0114,52.80566
TEST_0115,83.10055
TEST_0116,81.77509
TEST_0117,65.44041
TEST_0118,14.496246
TEST_0119,7.4027343
TEST_0120,185.3077
TEST_0121,48.500736
TEST_0122,40.068336
TEST_0123,20.37653
TEST_0124,28.210995
TEST_0125,101.60509
TEST_0126,46.776127
TEST_0127,56.57184
TEST_0128,106.91296
TEST_0129,78.63389
TEST_0130,61.7082
TEST_0131,194.11024
TEST_0132,67.807434
TEST_0133,134.63217
TEST_0134,106.10116
TEST_0135,74.43219
TEST_0136,76.50164
TEST_0137,65.67487
TEST_0138,172.5116
TEST_0139,22.705843
TEST_0140,130.07426
TEST_0141,16.833086
TEST_0142,113.11045
TEST_0143,41.71033
TEST_0144,12.855939
TEST_0145,32.52812
TEST_0146,166.06009
TEST_0147,84.82514
TEST_0148,122.7099
TEST_0149,87.71195
TEST_0150,43.15016
TEST_0151,81.77938
TEST_0152,72.64605
TEST_0153,18.542446
TEST_0154,92.41245
TEST_0155,55.17787
TEST_0156,128.37529
TEST_0157,36.918797
TEST_0158,194.66914
TEST_0159,38.464436
TEST_0160,128.74756
TEST_0161,97.5662
TEST_0162,111.95498
TEST_0163,142.9417
TEST_0164,55.301254
TEST_0165,29.430138
TEST_0166,44.25695
TEST_0167,133.15182
TEST_0168,213.81049
TEST_0169,112.5507
TEST_0170,75.70468
TEST_0171,76.954735
TEST_0172,3.3943548
TEST_0173,84.5183
TEST_0174,16.864185
TEST_0175,47.80943
TEST_0176,6.667141
TEST_0177,62.15127
TEST_0178,173.15627
TEST_0179,185.2195
TEST_0180,42.474876
TEST_0181,82.86886
TEST_0182,67.09515
TEST_0183,119.11399
TEST_0184,127.301674
TEST_0185,84.41782
TEST_0186,14.123934
TEST_0187,45.10618
TEST_0188,154.80458
TEST_0189,9.764408
TEST_0190,39.483673
TEST_0191,8.842831
TEST_0192,159.78467
TEST_0193,42.839924
TEST_0194,174.05882
TEST_0195,104.9335
TEST_0196,7.713787
TEST_0197,207.67056
TEST_0198,6.051511
TEST_0199,12.720372
TEST_0200,14.008689
TEST_0201,133.4761
TEST_0202,22.077309
TEST_0203,41.179047
TEST_0204,98.38542
TEST_0205,92.57126
TEST_0206,153.36504
TEST_0207,81.89737
TEST_0208,15.381231
TEST_0209,67.911
TEST_0210,61.633755
TEST_0211,194.23607
TEST_0212,164.63075
TEST_0213,20.670404
TEST_0214,47.816105
TEST_0215,57.996937
TEST_0216,87.9098
TEST_0217,140.34448
TEST_0218,38.21017
TEST_0219,94.41245
TEST_0220,176.85414
TEST_0221,66.469376
TEST_0222,137.60706
TEST_0223,189.84059
TEST_0224,80.09013
TEST_0225,32.388885
TEST_0226,66.030235
TEST_0227,134.69212
TEST_0228,59.422283
TEST_0229,7.4584436
TEST_0230,54.565525
TEST_0231,51.30816
TEST_0232,64.7234
TEST_0233,80.32139
TEST_0234,17.544355
TEST_0235,46.142277
TEST_0236,132.11049
TEST_0237,20.228832
TEST_0238,148.64534
TEST_0239,22.385433
TEST_0240,19.568642
TEST_0241,196.94138
TEST_0242,90.4519
TEST_0243,12.828612
TEST_0244,39.452404
TEST_0245,68.24884
TEST_0246,46.146732
TEST_0247,115.5041
TEST_0248,42.2154
TEST_0249,18.743294
TEST_0250,54.24664
TEST_0251,91.66236
TEST_0252,37.856483
TEST_0253,110.02447
TEST_0254,112.737724
TEST_0255,35.885277
TEST_0256,12.562306
TEST_0257,102.87122
TEST_0258,137.11778
TEST_0259,18.472807
TEST_0260,20.872326
TEST_0261,72.33156
TEST_0262,50.196186
TEST_0263,18.708042
TEST_0264,24.138687
TEST_0265,-0.73343277
TEST_0266,58.849613
TEST_0267,21.44345
TEST_0268,62.81953
TEST_0269,187.16988
TEST_0270,101.144554
TEST_0271,133.37766
TEST_0272,20.536125
TEST_0273,144.86487
TEST_0274,18.858837
TEST_0275,56.38071
TEST_0276,82.066124
TEST_0277,149.70305
TEST_0278,10.512165
TEST_0279,60.262264
TEST_0280,181.60313
TEST_0281,107.20091
TEST_0282,34.053265
TEST_0283,17.661764
TEST_0284,180.30228
TEST_0285,45.4489
TEST_0286,40.304462
TEST_0287,50.061085
TEST_0288,105.68166
TEST_0289,48.99495
TEST_0290,176.76425
TEST_0291,41.177788
TEST_0292,71.46861
TEST_0293,46.19117
TEST_0294,136.36958
TEST_0295,35.025986
TEST_0296,75.72891
TEST_0297,128.87262
TEST_0298,143.73615
TEST_0299,187.0126
TEST_0300,225.81723
TEST_0301,9.325936
TEST_0302,225.38118
TEST_0303,107.85647
TEST_0304,63.58632
TEST_0305,141.0389
TEST_0306,54.96005
TEST_0307,208.93637
TEST_0308,183.23718
TEST_0309,145.03404
TEST_0310,87.556816
TEST_0311,36.700783
TEST_0312,162.7339
TEST_0313,84.49113
TEST_0314,187.26534
TEST_0315,184.87102
TEST_0316,238.7339
TEST_0317,165.3814
TEST_0318,56.07832
TEST_0319,237.73251
TEST_0320,222.21802
TEST_0321,81.25367
TEST_0322,173.75038
TEST_0323,79.07634
TEST_0324,45.52303
TEST_0325,16.430399
TEST_0326,88.86991
TEST_0327,103.11411
TEST_0328,84.92261
TEST_0329,69.79432
TEST_0330,12.567023
TEST_0331,132.81871
TEST_0332,16.094038
TEST_0333,92.725334
TEST_0334,39.628136
TEST_0335,97.769005
TEST_0336,114.43391
TEST_0337,160.38731
TEST_0338,95.16812
TEST_0339,122.24689
TEST_0340,25.074175
TEST_0341,213.07016
TEST_0342,83.51292
TEST_0343,141.23965
TEST_0344,90.62136
TEST_0345,13.838568
TEST_0346,26.755867
TEST_0347,77.56718
TEST_0348,27.502232
TEST_0349,171.89656
TEST_0350,184.9398
TEST_0351,61.30792
TEST_0352,128.93745
TEST_0353,57.276814
TEST_0354,68.413315
TEST_0355,1.9879045
TEST_0356,164.52005
TEST_0357,180.07103
TEST_0358,116.42204
TEST_0359,136.04861
TEST_0360,71.57078
TEST_0361,127.20566
TEST_0362,135.12071
TEST_0363,22.74165
TEST_0364,166.66002
TEST_0365,32.571655
TEST_0366,121.70346
TEST_0367,26.145615
TEST_0368,210.93819
TEST_0369,134.94862
TEST_0370,22.181019
TEST_0371,113.09368
TEST_0372,89.87759
TEST_0373,130.16812
TEST_0374,20.220497
TEST_0375,200.67967
TEST_0376,203.222
TEST_0377,207.8046
TEST_0378,48.611916
TEST_0379,79.76107
TEST_0380,155.33632
TEST_0381,23.997139
TEST_0382,29.150425
TEST_0383,205.5136
TEST_0384,9.653431
TEST_0385,7.9130063
TEST_0386,172.19536
TEST_0387,97.49108
TEST_0388,121.038155
TEST_0389,171.69276
TEST_0390,187.1493
TEST_0391,20.846226
TEST_0392,115.90577
TEST_0393,129.18567
TEST_0394,35.806572
TEST_0395,171.43132
TEST_0396,96.14102
TEST_0397,21.432438
TEST_0398,118.422874
TEST_0399,128.56339
TEST_0400,81.70962
TEST_0401,192.12779
TEST_0402,142.15918
TEST_0403,140.66566
TEST_0404,111.73757
TEST_0405,99.78243
TEST_0406,16.641333
TEST_0407,68.612915
TEST_0408,168.4338
TEST_0409,191.40875
TEST_0410,108.63314
TEST_0411,217.91484
TEST_0412,12.14695
TEST_0413,51.285603
TEST_0414,164.38922
TEST_0415,13.426853
TEST_0416,55.98334
TEST_0417,87.63082
TEST_0418,20.422848
TEST_0419,7.678808
TEST_0420,160.00131
TEST_0421,35.140915
