ID,Calories_Burned
TEST_0000,174.871261041301
TEST_0001,191.5828574974956
TEST_0002,53.48070455653705
TEST_0003,163.93587433288573
TEST_0004,225.5998677219117
TEST_0005,179.7889676993526
TEST_0006,99.18798243347517
TEST_0007,43.766656769447955
TEST_0008,78.76202699343182
TEST_0009,58.476596707388445
TEST_0010,125.01153832913337
TEST_0011,53.941031742132544
TEST_0012,15.370983270651198
TEST_0013,182.7771791258184
TEST_0014,233.4194147632879
TEST_0015,12.640238852657701
TEST_0016,100.46857063871721
TEST_0017,128.40604657661663
TEST_0018,156.6339602419903
TEST_0019,6.648454784379209
TEST_0020,50.943749736658425
TEST_0021,89.98021164868103
TEST_0022,25.41526724733029
TEST_0023,86.32607656242175
TEST_0024,19.09856356649503
TEST_0025,131.07757587581656
TEST_0026,107.28464805516786
TEST_0027,189.7469187335999
TEST_0028,121.46320179910064
TEST_0029,101.3336480933335
TEST_0030,24.39952985534788
TEST_0031,244.33916142408378
TEST_0032,54.280776627324926
TEST_0033,46.84462727328008
TEST_0034,135.74608091696047
TEST_0035,113.40853176349249
TEST_0036,37.91576163235336
TEST_0037,127.83061708354332
TEST_0038,11.125832563476392
TEST_0039,130.72066448970506
TEST_0040,200.40608402866948
TEST_0041,165.33770819230017
TEST_0042,145.11911192618774
TEST_0043,59.01467729316248
TEST_0044,66.7817007319018
TEST_0045,52.81497283779402
TEST_0046,78.1713296702181
TEST_0047,199.2734055971839
TEST_0048,139.68493142844216
TEST_0049,124.5660695307837
TEST_0050,10.315414061419169
TEST_0051,110.53056474475879
TEST_0052,160.3878803583433
TEST_0053,92.18236477092012
TEST_0054,67.65310014968199
TEST_0055,85.77904610065866
TEST_0056,164.69960618672076
TEST_0057,17.31143482271703
TEST_0058,30.14039312053068
TEST_0059,96.18071142820963
TEST_0060,39.39830789566441
TEST_0061,109.2346925735108
TEST_0062,89.62927378843308
TEST_0063,51.34188442021363
TEST_0064,34.09260274293019
TEST_0065,134.01313296030847
TEST_0066,229.6195238935236
TEST_0067,124.5660695307837
TEST_0068,101.6926251300656
TEST_0069,43.9959534663959
TEST_0070,128.15718309695953
TEST_0071,25.41526724733029
TEST_0072,8.814306346172959
TEST_0073,151.1268212791025
TEST_0074,32.780811724157516
TEST_0075,89.84038348854192
TEST_0076,63.19492661625232
TEST_0077,64.6231501857178
TEST_0078,43.9959534663959
TEST_0079,189.1635556283917
