ID,Calories_Burned
TEST_0000,174.77488339403763
TEST_0001,189.55933974127828
TEST_0002,51.87749575760416
TEST_0003,162.02457619737015
TEST_0004,225.87495563977546
TEST_0005,179.0496254450518
TEST_0006,101.52256021372567
TEST_0007,45.060915394612344
TEST_0008,77.21022716274571
TEST_0009,58.5618801520447
TEST_0010,124.81877208841401
TEST_0011,54.051200191195704
TEST_0012,14.916041043322426
TEST_0013,179.16338179155233
TEST_0014,232.33998999170717
TEST_0015,13.558483409349526
TEST_0016,98.54875711956612
TEST_0017,133.65677531965522
TEST_0018,159.4493441379633
TEST_0019,7.128812666652232
TEST_0020,49.83192425188393
TEST_0021,90.82412267556327
TEST_0022,25.789591870833238
TEST_0023,88.092697565309
TEST_0024,19.421252380297222
TEST_0025,130.7839711629622
TEST_0026,104.76006360426919
TEST_0027,190.59830702980577
TEST_0028,119.312788625812
TEST_0029,99.33363870097091
TEST_0030,24.2204429033377
TEST_0031,249.27309133826196
TEST_0032,54.93719739562975
TEST_0033,48.72860098826087
TEST_0034,131.37005597766975
TEST_0035,114.3863429239632
TEST_0036,37.5529318826068
TEST_0037,133.8724396124355
TEST_0038,11.25190070237398
TEST_0039,128.97642480100527
TEST_0040,199.925161508342
TEST_0041,169.2159121561515
TEST_0042,142.91930309287474
TEST_0043,60.19208994091131
TEST_0044,66.25693508293757
TEST_0045,50.77540069152993
TEST_0046,76.52309430909544
TEST_0047,198.5378072177998
TEST_0048,138.89348540149894
TEST_0049,126.02803329341856
TEST_0050,11.040004747751885
TEST_0051,111.48286626890862
TEST_0052,161.21284142036015
TEST_0053,94.87595786193953
TEST_0054,67.76734215816292
TEST_0055,85.31904328072446
TEST_0056,162.7024458067594
TEST_0057,17.35038104941552
TEST_0058,31.431412782685573
TEST_0059,95.38752199400079
TEST_0060,38.37593755373266
TEST_0061,109.86786410874795
TEST_0062,90.04808342193618
TEST_0063,51.87749575760416
TEST_0064,32.786601303932734
TEST_0065,133.8724396124355
TEST_0066,232.33998999170717
TEST_0067,125.36408107232357
TEST_0068,101.93307158618254
TEST_0069,44.52474427395647
TEST_0070,123.55793559731691
TEST_0071,26.933351930937977
TEST_0072,9.183828888052487
TEST_0073,153.7489211285763
TEST_0074,32.95297889708392
TEST_0075,90.82412267556327
TEST_0076,64.97838644022403
TEST_0077,67.55401826992997
TEST_0078,44.63475172738672
TEST_0079,187.51652892734253
TEST_0080,171.44042462637822
TEST_0081,136.4468707485275
TEST_0082,90.04808342193618
TEST_0083,102.06100088218884
TEST_0084,57.249450689651255
TEST_0085,180.568462110729
TEST_0086,128.35503373260102
TEST_0087,17.225742963838815
TEST_0088,145.44647918571346
TEST_0089,40.220614286186105
TEST_0090,40.634223593786515
TEST_0091,36.327478035603896
TEST_0092,25.21211257510408
TEST_0093,195.48692823988443
TEST_0094,4.246060348333811
TEST_0095,10.3414257930565
TEST_0096,232.33998999170717
TEST_0097,135.51787440007215
TEST_0098,189.30223484734512
TEST_0099,171.79429821953096
TEST_0100,12.378344792387022
TEST_0101,100.74051209391729
TEST_0102,189.30223484734512
TEST_0103,162.07978869180246
TEST_0104,66.23345783332451
TEST_0105,166.65507096859668
TEST_0106,36.93715177620298
TEST_0107,20.34507811361419
TEST_0108,185.7283204734164
TEST_0109,29.712922538994732
TEST_0110,112.71243513473163
TEST_0111,183.82903265756377
TEST_0112,45.663151969415324
TEST_0113,145.6051444351954
TEST_0114,56.93406325206855
TEST_0115,81.63539811553778
TEST_0116,79.36338356835616
TEST_0117,64.46519625447291
TEST_0118,13.558483409349526
TEST_0119,6.9033014095548415
TEST_0120,185.5149569182639
TEST_0121,48.70153603393317
TEST_0122,43.48742619775464
TEST_0123,20.34507811361419
TEST_0124,31.016457710341168
TEST_0125,97.93796373132852
TEST_0126,48.5405651701833
TEST_0127,55.14555887355633
TEST_0128,102.58047520538935
TEST_0129,77.24911953657364
TEST_0130,61.21257114388558
TEST_0131,194.92454102806772
TEST_0132,68.88770614479922
TEST_0133,135.9200735934851
TEST_0134,105.1264226039395
TEST_0135,72.0595366215837
TEST_0136,74.25427658792977
TEST_0137,63.813326626811445
TEST_0138,176.57811933905506
TEST_0139,21.85743817191274
TEST_0140,118.63664790996506
TEST_0141,16.047432406977457
TEST_0142,111.17472513457416
TEST_0143,43.22160340074176
TEST_0144,11.85794050346868
TEST_0145,32.08323323344938
TEST_0146,164.58705985550645
TEST_0147,82.34857907187012
TEST_0148,118.98391623571469
TEST_0149,86.22997670017001
TEST_0150,42.858103841280546
TEST_0151,82.37486649806043
TEST_0152,68.88770614479922
TEST_0153,19.521369345739913
TEST_0154,93.31685092486742
TEST_0155,54.97195912349269
TEST_0156,130.70201959421408
TEST_0157,39.961819114558175
TEST_0158,198.5378072177998
TEST_0159,40.32759913610245
TEST_0160,126.70382267553084
TEST_0161,103.59721720611611
TEST_0162,113.90786239606192
TEST_0163,141.81841241871098
TEST_0164,56.431792820326564
TEST_0165,32.33672279785671
TEST_0166,41.91802699682799
TEST_0167,131.64711448459084
TEST_0168,201.53138541070825
TEST_0169,109.45689704323541
TEST_0170,73.37724815618863
TEST_0171,75.80037734038847
TEST_0172,5.2190473764279
TEST_0173,83.41924964848656
TEST_0174,15.567482660997513
TEST_0175,47.455171174666376
TEST_0176,8.979561856316522
TEST_0177,61.37533267548335
TEST_0178,174.80174797442785
TEST_0179,181.2839770767935
TEST_0180,45.430722597626236
TEST_0181,82.34857907187012
TEST_0182,66.74809228722354
TEST_0183,118.99895413304883
TEST_0184,128.97642480100527
TEST_0185,83.63290566295507
TEST_0186,12.491379849290336
TEST_0187,46.641800264018784
TEST_0188,156.1878799987233
TEST_0189,6.393753305304562
TEST_0190,41.25568205689749
TEST_0191,6.9033014095548415
TEST_0192,160.02266233968115
TEST_0193,41.91834042747423
TEST_0194,174.31964358621264
TEST_0195,101.24060340299319
TEST_0196,5.929075940163172
TEST_0197,210.4869620248941
TEST_0198,3.5797480686090717
TEST_0199,9.014188930922943
TEST_0200,8.6136848780335
TEST_0201,132.5750574485935
TEST_0202,23.263910493017605
TEST_0203,39.94441713081573
TEST_0204,96.16678902940149
TEST_0205,90.82412267556327
TEST_0206,149.77831068441017
TEST_0207,82.54896316234307
TEST_0208,14.979309956539954
