ID,Calories_Burned
TEST_0000,173.73
TEST_0001,189.99
TEST_0002,52.42
TEST_0003,159.03
TEST_0004,217.21
TEST_0005,181.0
TEST_0006,97.32
TEST_0007,45.32
TEST_0008,82.26
TEST_0009,58.37
TEST_0010,126.58
TEST_0011,54.05
TEST_0012,12.76
TEST_0013,154.89
TEST_0014,214.52
TEST_0015,13.34
TEST_0016,100.39
TEST_0017,129.35
TEST_0018,159.62
TEST_0019,7.05
TEST_0020,50.89
TEST_0021,92.29
TEST_0022,27.3
TEST_0023,87.84
TEST_0024,20.52
TEST_0025,136.6
TEST_0026,107.57
TEST_0027,194.01
TEST_0028,123.42
TEST_0029,100.52
TEST_0030,24.36
TEST_0031,242.87
TEST_0032,56.71
TEST_0033,47.66
TEST_0034,125.29
TEST_0035,119.13
TEST_0036,35.59
TEST_0037,135.7
TEST_0038,11.37
TEST_0039,128.06
TEST_0040,208.52
TEST_0041,164.13
TEST_0042,147.22
TEST_0043,60.57
TEST_0044,64.82
TEST_0045,51.04
TEST_0046,75.44
TEST_0047,200.24
TEST_0048,138.33
TEST_0049,130.55
TEST_0050,10.73
TEST_0051,111.61
TEST_0052,162.43
TEST_0053,97.57
TEST_0054,67.77
TEST_0055,91.93
TEST_0056,168.34
TEST_0057,18.11
TEST_0058,31.82
TEST_0059,97.38
TEST_0060,39.63
TEST_0061,106.67
TEST_0062,90.16
TEST_0063,49.32
TEST_0064,34.18
TEST_0065,135.27
TEST_0066,231.34
TEST_0067,126.27
TEST_0068,98.22
TEST_0069,42.7
TEST_0070,127.54
TEST_0071,29.25
TEST_0072,8.93
TEST_0073,152.7
TEST_0074,32.52
TEST_0075,91.1
TEST_0076,64.32
TEST_0077,70.8
TEST_0078,41.83
TEST_0079,184.02
TEST_0080,173.24
TEST_0081,144.1
TEST_0082,96.95
TEST_0083,104.29
TEST_0084,56.57
TEST_0085,181.22
TEST_0086,129.91
TEST_0087,17.29
TEST_0088,148.72
TEST_0089,41.86
TEST_0090,41.02
TEST_0091,37.04
TEST_0092,24.54
TEST_0093,189.43
TEST_0094,5.87
TEST_0095,10.47
TEST_0096,240.17
TEST_0097,124.9
TEST_0098,192.05
TEST_0099,170.07
TEST_0100,13.12
TEST_0101,102.43
TEST_0102,194.4
TEST_0103,171.27
TEST_0104,59.28
TEST_0105,163.14
TEST_0106,36.94
TEST_0107,20.2
TEST_0108,186.87
TEST_0109,28.86
TEST_0110,112.71
TEST_0111,185.96
TEST_0112,45.55
TEST_0113,146.43
TEST_0114,57.16
TEST_0115,83.03
TEST_0116,78.23
TEST_0117,63.2
TEST_0118,14.49
TEST_0119,6.73
TEST_0120,178.48
TEST_0121,50.32
TEST_0122,42.14
TEST_0123,18.85
TEST_0124,32.03
TEST_0125,102.26
TEST_0126,46.92
TEST_0127,56.61
TEST_0128,106.12
TEST_0129,76.68
TEST_0130,58.77
TEST_0131,194.17
TEST_0132,68.52
TEST_0133,134.36
TEST_0134,108.11
TEST_0135,74.51
TEST_0136,76.7
TEST_0137,64.14
TEST_0138,169.36
TEST_0139,22.91
TEST_0140,109.24
TEST_0141,16.49
TEST_0142,110.29
TEST_0143,39.06
TEST_0144,11.75
TEST_0145,33.24
TEST_0146,159.77
TEST_0147,82.01
TEST_0148,120.28
TEST_0149,86.6
TEST_0150,41.83
TEST_0151,83.59
TEST_0152,69.7
TEST_0153,19.59
TEST_0154,96.85
TEST_0155,57.69
TEST_0156,132.88
TEST_0157,38.04
TEST_0158,194.82
TEST_0159,41.98
TEST_0160,131.58
TEST_0161,103.41
TEST_0162,116.42
TEST_0163,145.23
TEST_0164,57.35
TEST_0165,30.68
TEST_0166,42.62
TEST_0167,123.19
TEST_0168,208.63
TEST_0169,109.39
