ID,Calories_Burned
TEST_0000,177.0
TEST_0001,172.0
TEST_0002,55.0
TEST_0003,161.0
TEST_0004,217.0
TEST_0005,181.0
TEST_0006,95.0
TEST_0007,50.0
TEST_0008,81.0
TEST_0009,58.0
TEST_0010,125.0
TEST_0011,58.0
TEST_0012,12.0
TEST_0013,152.0
TEST_0014,216.0
TEST_0015,13.0
TEST_0016,99.0
TEST_0017,125.0
TEST_0018,161.0
TEST_0019,6.0
TEST_0020,50.0
TEST_0021,87.0
TEST_0022,26.0
TEST_0023,88.0
TEST_0024,19.0
TEST_0025,123.0
TEST_0026,101.0
TEST_0027,193.0
TEST_0028,121.0
TEST_0029,101.0
TEST_0030,23.0
TEST_0031,230.0
TEST_0032,58.0
TEST_0033,44.0
TEST_0034,123.0
TEST_0035,126.0
TEST_0036,37.0
TEST_0037,133.0
TEST_0038,12.0
TEST_0039,129.0
TEST_0040,208.0
TEST_0041,165.0
TEST_0042,156.0
TEST_0043,62.0
TEST_0044,61.0
TEST_0045,52.0
TEST_0046,71.0
TEST_0047,202.0
TEST_0048,142.0
TEST_0049,131.0
TEST_0050,11.0
TEST_0051,113.0
TEST_0052,167.0
TEST_0053,104.0
TEST_0054,71.0
TEST_0055,101.0
TEST_0056,167.0
TEST_0057,16.0
TEST_0058,35.0
TEST_0059,100.0
TEST_0060,37.0
TEST_0061,104.0
TEST_0062,88.0
TEST_0063,50.0
TEST_0064,32.0
TEST_0065,137.0
TEST_0066,239.0
TEST_0067,126.0
TEST_0068,92.0
TEST_0069,41.0
TEST_0070,137.0
TEST_0071,25.0
TEST_0072,10.0
TEST_0073,139.0
TEST_0074,31.0
TEST_0075,93.0
TEST_0076,68.0
TEST_0077,70.0
TEST_0078,42.0
TEST_0079,196.0
TEST_0080,158.0
TEST_0081,141.0
TEST_0082,101.0
TEST_0083,105.0
TEST_0084,62.0
TEST_0085,172.0
TEST_0086,130.0
TEST_0087,17.0
TEST_0088,161.0
TEST_0089,37.0
TEST_0090,41.0
TEST_0091,33.0
TEST_0092,23.0
TEST_0093,187.0
TEST_0094,4.0
TEST_0095,11.0
TEST_0096,248.0
TEST_0097,127.0
TEST_0098,185.0
TEST_0099,168.0
TEST_0100,14.0
TEST_0101,100.0
TEST_0102,215.0
TEST_0103,158.0
TEST_0104,58.0
TEST_0105,155.0
TEST_0106,35.0
TEST_0107,21.0
TEST_0108,182.0
TEST_0109,26.0
TEST_0110,121.0
TEST_0111,186.0
TEST_0112,48.0
TEST_0113,146.0
TEST_0114,52.0
TEST_0115,84.0
TEST_0116,81.0
TEST_0117,63.0
TEST_0118,14.0
TEST_0119,7.0
TEST_0120,179.0
TEST_0121,57.0
TEST_0122,43.0
TEST_0123,18.0
TEST_0124,31.0
TEST_0125,97.0
TEST_0126,47.0
TEST_0127,62.0
TEST_0128,107.0
TEST_0129,72.0
TEST_0130,61.0
TEST_0131,190.0
TEST_0132,67.0
TEST_0133,130.0
TEST_0134,113.0
TEST_0135,75.0
TEST_0136,71.0
TEST_0137,62.0
TEST_0138,181.0
TEST_0139,23.0
TEST_0140,107.0
TEST_0141,16.0
TEST_0142,108.0
TEST_0143,37.0
TEST_0144,12.0
TEST_0145,36.0
TEST_0146,163.0
TEST_0147,96.0
TEST_0148,129.0
TEST_0149,87.0
TEST_0150,44.0
TEST_0151,79.0
TEST_0152,63.0
TEST_0153,20.0
TEST_0154,87.0
TEST_0155,60.0
TEST_0156,125.0
TEST_0157,39.0
TEST_0158,188.0
TEST_0159,44.0
TEST_0160,136.0
TEST_0161,100.0
TEST_0162,118.0
TEST_0163,151.0
TEST_0164,57.0
TEST_0165,30.0
TEST_0166,44.0
TEST_0167,130.0
TEST_0168,194.0
TEST_0169,117.0
TEST_0170,71.0
TEST_0171,73.0
TEST_0172,6.0
TEST_0173,79.0
TEST_0174,16.0
TEST_0175,50.0
TEST_0176,11.0
TEST_0177,59.0
TEST_0178,176.0
TEST_0179,187.0
TEST_0180,45.0
TEST_0181,81.0
TEST_0182,71.0
TEST_0183,116.0
TEST_0184,135.0
TEST_0185,90.0
TEST_0186,11.0
TEST_0187,46.0
TEST_0188,160.0
TEST_0189,7.0
TEST_0190,42.0
TEST_0191,7.0
TEST_0192,147.0
TEST_0193,50.0
TEST_0194,181.0
TEST_0195,118.0
TEST_0196,6.0
TEST_0197,210.0
TEST_0198,5.0
TEST_0199,10.0
TEST_0200,8.0
TEST_0201,152.0
TEST_0202,21.0
TEST_0203,49.0
TEST_0204,90.0
TEST_0205,93.0
TEST_0206,143.0
TEST_0207,76.0
TEST_0208,16.0
TEST_0209,67.0
TEST_0210,61.0
TEST_0211,208.0
TEST_0212,158.0
TEST_0213,18.0
TEST_0214,49.0
TEST_0215,55.0
TEST_0216,88.0
TEST_0217,142.0
TEST_0218,41.0
TEST_0219,84.0
TEST_0220,165.0
TEST_0221,68.0
TEST_0222,135.0
TEST_0223,177.0
TEST_0224,80.0
TEST_0225,33.0
TEST_0226,65.0
TEST_0227,139.0
TEST_0228,63.0
TEST_0229,7.0
TEST_0230,62.0
TEST_0231,54.0
TEST_0232,69.0
TEST_0233,74.0
TEST_0234,13.0
TEST_0235,49.0
TEST_0236,129.0
TEST_0237,20.0
TEST_0238,140.0
TEST_0239,22.0
TEST_0240,15.0
TEST_0241,197.0
TEST_0242,84.0
