Id,SalePrice
1461,94519.125
1462,124587.85
1463,190311.2
1464,214753.55
1465,165515.75
1466,194461.7
1467,180678.98
1468,192615.2
1469,189617.2
1470,118147.07
1471,202820.55
1472,83755.76
1473,82741.914
1474,136091.02
1475,89055.42
1476,322219.38
1477,230140.7
1478,289108.5
1479,273274.9
1480,403789.94
1481,294885.22
1482,203849.1
1483,188624.38
1484,160900.88
1485,223358.95
1486,222785.19
1487,288924.25
1488,228938.1
1489,195365.69
1490,245713.16
1491,216126.48
1492,57130.727
1493,217495.89
1494,271539.78
1495,251344.52
1496,229994.47
1497,165639.64
1498,161841.4
1499,167092.92
1500,173622.36
1501,195805.47
1502,164586.14
1503,267988.16
1504,252515.11
1505,232939.47
1506,178233.61
1507,237264.03
1508,188850.22
1509,140402.39
1510,153853.31
1511,144324.98
1512,166275.84
1513,128830.59
1514,137428.1
1515,173152.02
1516,136097.66
1517,169321.36
1518,106700.42
1519,217858.11
1520,115375.22
1521,119415.69
1522,190591.5
1523,74127.27
1524,91968.16
1525,78154.766
1526,85329.28
1527,94727.516
1528,117919.81
1529,127382.71
1530,202107.62
1531,151501.92
1532,80322.32
1533,143639.92
1534,114881.55
1535,147259.52
1536,76692.734
1537,66147.11
1538,121430.8
1539,180023.78
1540,87339.67
1541,142244.97
1542,112171.68
1543,148477.56
1544,50303.098
1545,60353.105
1546,130100.5
1547,129873.35
1548,89726.45
1549,104618.12
1550,100335.28
1551,109332.766
1552,120664.77
1553,133781.98
1554,88562.836
1555,160897.45
1556,52504.637
1557,58094.363
1558,95107.72
1559,67557.23
1560,120637.23
1561,116197.67
1562,138192.73
1563,117812.67
1564,173830.66
1565,154062.4
1566,236244.23
1567,70556.51
1568,261060.03
1569,151033.72
1570,141711.36
1571,95723.35
1572,139523.31
1573,222957.4
1574,117943.29
1575,243631.92
1576,269874.06
1577,180708.56
1578,130725.25
1579,137150.16
1580,197413.03
1581,157057.94
1582,109434.67
1583,268958.9
1584,229656.4
1585,155716.86
1586,44517.652
1587,80314.5
1588,133391.3
1589,85516.336
1590,132953.36
1591,71007.62
1592,130860.5
1593,120087.1
1594,84167.21
1595,115604.84
1596,201035.69
1597,152499.12
1598,196049.9
1599,171422.25
1600,166658.66
1601,32587.73
1602,96870.67
1603,63631.67
1604,261816.64
1605,237501.78
1606,161586.4
1607,148422.08
1608,246791.72
1609,184550.48
1610,170833.36
1611,141347.39
1612,192352.27
1613,187760.08
1614,147338.14
1615,71370.74
1616,59690.25
1617,69916.25
1618,102083.77
1619,139684.27
1620,177431.39
1621,127927.984
1622,148142.78
1623,250834.31
1624,249472.27
1625,100097.125
1626,186133.61
1627,209452.33
1628,262464.34
1629,173456.53
1630,265219.4
1631,206403.83
1632,194335.14
1633,191144.02
1634,207103.62
1635,203148.17
1636,162700.78
1637,204398.33
1638,202296.47
1639,169791.42
1640,218123.0
1641,167570.11
1642,252710.5
1643,227530.03
1644,233317.78
1645,223756.4
1646,166742.8
1647,155207.0
1648,123836.94
1649,144405.67
1650,103189.984
1651,112056.05
1652,93089.586
1653,89357.266
1654,132881.25
1655,129815.914
1656,130133.73
1657,133876.02
1658,143358.83
1659,83710.25
1660,171750.9
1661,385350.38
1662,310091.16
1663,331946.06
1664,387385.4
1665,293528.53
1666,305120.0
1667,328552.53
1668,319957.56
1669,287110.5
1670,319795.88
1671,276717.28
1672,349859.62
1673,280076.56
1674,247198.69
1675,209632.25
1676,218761.94
1677,217482.53
1678,384740.47
1679,335481.72
1680,285217.2
1681,249803.42
1682,292812.2
1683,186846.58
1684,211401.77
1685,222634.42
1686,176519.47
1687,211603.83
1688,226063.55
1689,229051.05
1690,233409.47
1691,223987.22
1692,273729.97
1693,190850.72
1694,207292.72
1695,173668.73
1696,264241.06
1697,181129.2
1698,289825.2
1699,304062.7
1700,253887.47
1701,262885.1
1702,242488.3
1703,255408.23
1704,265545.47
1705,270349.34
1706,352390.4
1707,225389.64
1708,209024.77
1709,266962.8
1710,224874.83
1711,283632.6
1712,252900.97
1713,261385.6
1714,217576.78
1715,216133.19
1716,191679.67
1717,192650.77
1718,135310.8
1719,223681.14
1720,227948.86
1721,185679.3
1722,134942.17
1723,174490.03
1724,203164.73
1725,244611.14
1726,192997.98
1727,142639.28
1728,206984.42
1729,161407.78
1730,144680.83
1731,122366.82
1732,145856.11
1733,100906.766
1734,110399.66
1735,145300.42
1736,99283.15
1737,257792.39
1738,225351.3
1739,235002.69
1740,227223.55
1741,213874.28
1742,173725.23
1743,181758.08
1744,293569.2
1745,181925.3
1746,196572.64
1747,208323.66
1748,215751.55
1749,165493.2
1750,114376.805
1751,256183.3
1752,93038.1
1753,135828.64
1754,191710.34
1755,188797.42
1756,127017.68
1757,95466.49
1758,157529.47
1759,158637.94
1760,176756.14
1761,163753.16
1762,164717.78
1763,183726.9
1764,100963.0
1765,131345.33
1766,183039.69
1767,215182.83
1768,124350.92
1769,160456.64
1770,154269.81
1771,85068.93
1772,106000.58
1773,138435.95
1774,146408.2
1775,119946.74
1776,101846.93
1777,89858.77
1778,133447.55
1779,108352.48
1780,174641.08
1781,94507.2
1782,77561.44
1783,148438.2
1784,98421.35
1785,97205.66
1786,100689.34
1787,160254.83
1788,74058.52
1789,71798.81
1790,74293.43
1791,196522.97
1792,129507.39
1793,146939.12
1794,151247.64
1795,109673.086
1796,136416.08
1797,107742.52
1798,93957.17
1799,77413.6
1800,108240.82
1801,109998.875
1802,108100.95
1803,139661.23
1804,142177.08
1805,136661.5
1806,100897.11
1807,104062.63
1808,108404.805
1809,106221.61
1810,119364.22
1811,84323.15
1812,56862.066
1813,87079.09
1814,72718.51
1815,25223.754
1816,81506.04
1817,114293.43
1818,147004.66
1819,150756.3
1820,61812.08
1821,87195.34
1822,138381.94
1823,24680.924
1824,90336.29
1825,126712.016
1826,88479.69
1827,68169.016
1828,100144.97
1829,122120.78
1830,105994.305
1831,102844.28
1832,64256.727
1833,117497.93
1834,135438.89
1835,103811.08
1836,70192.49
1837,69913.32
1838,89178.56
1839,120517.945
1840,126321.055
1841,117768.805
1842,65624.516
1843,151269.25
1844,156499.42
1845,140310.72
1846,161318.34
1847,167671.73
1848,40235.043
1849,89498.78
1850,89181.5
1851,136906.27
1852,124169.1
1853,122465.29
1854,177428.9
1855,174727.23
1856,239328.64
1857,137122.17
1858,115343.11
1859,87144.49
1860,183983.72
1861,92963.44
1862,318826.2
1863,317958.38
1864,317963.28
1865,315662.28
1866,313899.0
1867,235463.83
1868,298480.56
1869,221222.39
1870,229538.03
1871,248733.42
1872,222660.02
1873,249064.72
1874,149120.02
1875,185860.56
1876,209182.19
1877,201888.39
1878,208731.47
1879,107918.836
1880,115675.28
1881,246247.97
1882,253866.47
1883,197159.33
1884,203429.73
1885,225291.42
1886,265033.88
1887,216916.66
1888,251794.2
1889,207129.11
1890,120164.84
1891,143617.39
1892,64439.94
1893,101434.0
1894,90116.53
1895,121498.7
1896,107997.63
1897,112270.24
1898,116048.625
1899,134887.48
1900,125575.02
1901,144972.56
1902,114214.05
1903,174446.84
1904,113656.73
1905,178863.64
1906,142604.1
1907,215442.61
1908,87783.41
1909,139630.06
1910,119723.88
1911,201522.17
1912,238335.66
1913,161951.47
1914,27615.682
1915,286113.0
1916,18086.908
1917,232444.23
1918,147102.23
1919,193293.25
1920,142048.48
1921,337847.66
1922,291446.75
1923,216866.45
1924,285976.2
1925,224282.55
1926,333922.94
1927,115046.05
1928,182243.3
1929,112317.586
1930,141306.66
1931,155960.6
1932,134526.06
1933,189102.73
1934,191576.1
1935,185317.05
1936,194596.38
1937,196916.38
1938,178853.12
1939,231745.83
1940,170298.2
1941,192211.95
1942,185472.11
1943,196825.33
1944,317432.78
1945,323527.38
1946,128366.97
1947,270488.4
1948,157901.14
1949,242766.67
1950,174968.31
1951,248046.92
1952,206915.7
1953,202424.75
1954,174166.23
1955,117828.46
1956,305144.22
1957,137646.94
1958,281846.88
1959,141676.16
1960,90191.53
1961,114996.55
1962,81049.28
1963,96660.3
1964,90659.25
1965,124455.39
1966,110131.44
1967,266691.4
1968,352470.06
1969,335405.4
1970,336388.66
1971,378789.7
1972,327099.34
1973,283325.8
1974,314344.44
1975,388293.0
1976,266153.28
1977,317031.75
1978,304033.12
1979,286059.75
1980,199144.52
1981,301042.53
1982,210301.5
1983,191905.64
1984,177707.7
1985,209873.77
1986,202810.53
1987,195343.42
1988,219486.92
1989,222751.1
1990,235760.55
1991,219541.05
1992,237431.11
1993,213970.16
1994,225556.77
1995,200653.94
1996,274247.72
1997,289015.53
1998,276688.56
1999,277521.06
2000,279833.25
2001,297383.1
2002,246226.69
2003,258681.5
2004,298184.47
2005,245776.7
2006,202158.66
2007,253472.03
2008,211802.0
2009,217944.55
2010,218615.02
2011,144980.58
2012,190239.48
2013,195135.38
2014,210318.6
2015,211715.75
2016,213454.84
2017,206836.03
2018,133617.7
2019,147968.34
2020,85262.35
2021,85581.15
2022,181904.77
2023,129198.016
2024,296285.25
2025,313392.75
2026,162282.55
2027,166406.75
2028,139554.5
2029,155603.3
2030,247926.61
2031,229182.14
2032,244889.14
2033,233665.36
2034,169985.19
2035,233597.25
2036,193149.39
2037,193228.3
2038,258108.66
2039,213947.03
2040,297558.3
2041,260968.88
2042,219497.39
2043,166050.03
2044,166722.44
2045,182815.92
2046,118739.61
2047,132665.36
2048,150464.9
2049,125112.57
2050,149856.19
2051,82086.56
2052,113439.97
2053,157232.64
2054,75499.01
2055,129929.195
2056,157483.17
2057,106859.766
2058,223047.75
2059,146066.88
2060,158904.66
2061,177316.19
2062,108243.82
2063,98061.64
2064,114948.164
2065,102736.71
2066,161484.4
2067,124622.01
2068,113856.18
2069,32890.152
2070,68084.18
2071,109608.25
2072,137952.3
2073,155011.53
2074,177612.36
2075,137638.4
2076,98442.625
2077,141648.45
2078,93895.86
2079,113968.0
2080,78686.35
2081,88487.555
2082,80770.36
2083,110708.77
2084,75982.59
2085,102059.66
2086,120452.71
2087,111055.98
2088,87512.82
2089,72037.9
2090,117039.26
2091,86633.2
2092,113306.22
2093,112501.71
2094,105799.875
2095,120329.79
2096,52006.137
2097,84479.87
2098,132549.11
2099,27647.797
2100,73385.875
2101,102629.21
2102,109985.15
2103,85530.5
2104,99018.484
2105,125924.43
2106,51874.09
2107,193338.36
2108,107917.44
2109,92255.95
2110,107344.35
2111,120247.63
2112,100344.15
2113,98627.63
2114,99077.555
2115,136389.2
2116,109120.945
2117,120989.06
2118,103974.79
2119,77298.51
2120,111698.625
2121,54697.13
2122,108149.05
2123,52509.332
2124,116502.62
2125,124107.92
2126,140329.27
2127,119977.62
2128,101652.016
2129,67196.55
2130,98223.23
2131,115853.21
2132,80017.766
2133,115268.84
2134,119714.94
2135,93688.414
2136,38786.17
2137,97069.07
2138,132526.64
2139,165640.48
2140,146663.72
2141,168830.56
2142,125570.54
2143,153929.69
2144,91708.62
2145,150456.97
2146,135112.9
2147,159371.73
2148,135690.2
2149,159156.53
2150,205307.23
2151,91553.195
2152,168460.78
2153,167696.77
2154,80938.26
2155,129227.1
2156,253979.56
2157,240658.55
2158,237455.92
2159,237640.7
2160,212286.48
2161,246879.92
2162,320352.84
2163,345460.56
2164,261794.52
2165,178319.81
2166,154549.84
2167,218889.14
2168,208562.64
2169,199132.6
2170,210893.14
2171,148654.08
2172,138488.89
2173,154129.23
2174,223078.45
2175,261689.61
2176,274090.22
2177,233062.94
2178,227084.53
2179,145158.27
2180,199884.19
2181,181238.28
2182,205483.69
2183,189748.23
2184,98591.836
2185,131551.61
2186,142576.48
2187,184769.27
2188,161450.89
2189,255823.8
2190,8108.414
2191,18459.223
2192,62811.3
2193,97032.445
2194,70661.41
2195,85972.36
2196,104742.21
2197,100133.375
2198,132784.17
2199,189358.69
2200,129347.484
2201,126670.09
2202,170108.05
2203,148614.61
2204,154165.05
2205,71177.516
2206,135220.31
2207,173030.9
2208,215699.92
2209,170329.9
2210,96665.625
2211,81979.164
2212,106525.125
2213,70136.64
2214,170514.75
2215,80737.26
2216,125747.17
2217,75207.89
2218,64566.72
2219,41806.61
2220,85248.74
2221,288211.4
2222,270377.25
2223,264745.7
2224,224714.77
2225,114467.57
2226,192367.2
2227,206983.53
2228,267946.4
2229,272268.78
2230,169508.31
2231,240003.17
2232,191628.53
2233,205029.45
2234,270973.22
2235,239161.7
2236,266822.2
2237,322902.5
2238,216027.17
2239,102731.99
2240,168229.36
2241,176445.03
2242,100274.164
2243,110002.44
2244,115309.72
2245,105810.3
2246,127043.31
2247,96017.67
2248,108423.2
2249,112694.59
2250,108176.99
2251,93391.87
2252,156493.23
2253,173002.75
2254,184688.02
2255,209163.42
2256,177634.64
2257,219137.84
2258,161201.33
2259,194497.97
2260,142711.11
2261,168888.44
2262,175963.23
2263,334971.94
2264,388438.38
2265,173468.66
2266,256576.89
2267,318337.0
2268,337386.3
2269,148816.7
2270,207397.3
2271,196089.89
2272,237671.11
2273,157064.8
2274,196480.8
2275,172677.72
2276,205677.44
2277,179324.72
2278,127606.63
2279,133150.5
2280,83349.79
2281,180057.62
2282,186312.11
2283,90630.055
2284,118083.266
2285,95114.41
2286,104982.695
2287,323222.88
2288,256689.55
2289,297626.88
2290,352099.84
2291,300096.97
2292,355081.2
2293,363886.4
2294,329449.2
2295,382369.9
2296,262157.44
2297,333567.3
2298,339447.6
2299,325620.66
2300,301160.88
2301,317879.88
2302,235409.78
2303,225356.48
2304,228458.64
2305,217567.55
2306,215032.81
2307,221994.23
2308,205318.17
2309,268773.78
2310,198956.19
2311,205873.61
2312,195898.45
2313,211017.7
2314,187520.83
2315,214125.9
2316,226837.31
2317,203978.6
2318,214137.05
2319,198238.64
2320,174086.31
2321,216912.64
2322,201525.69
2323,196415.3
2324,228293.06
2325,229690.1
2326,213042.36
2327,217517.28
2328,236186.56
2329,208801.78
2330,208148.58
2331,317976.53
2332,313748.66
2333,279232.53
2334,243511.27
2335,264178.38
2336,271403.88
2337,194781.97
2338,250525.77
2339,223771.31
2340,344968.94
2341,246224.62
2342,227247.23
2343,241381.7
2344,222866.34
2345,218839.58
2346,198286.77
2347,196154.67
2348,234242.22
2349,186015.36
2350,337181.56
2351,256197.3
2352,255174.83
2353,267903.66
2354,137353.55
2355,145240.73
2356,172037.6
2357,201051.02
2358,203824.5
2359,139433.31
2360,111061.72
2361,143722.08
2362,252373.58
2363,153375.1
2364,179331.9
2365,222893.95
2366,185895.8
2367,194752.06
2368,209377.12
2369,193697.45
2370,167240.77
2371,157705.3
2372,185966.27
2373,273399.16
2374,290679.16
2375,214505.67
2376,259724.66
2377,266434.16
2378,151605.44
2379,210734.86
2380,156976.95
2381,186913.5
2382,199217.23
2383,197762.39
2384,243190.34
2385,179977.33
2386,121441.164
2387,125405.5
2388,80743.27
2389,125286.93
2390,149618.55
2391,143480.05
2392,81307.98
2393,159488.66
2394,116229.76
2395,199612.6
2396,133076.77
2397,198623.88
2398,120759.3
2399,54675.227
2400,29066.902
2401,90676.52
2402,131547.36
2403,116859.07
2404,164968.94
2405,183707.25
2406,129483.85
2407,125865.766
2408,151649.08
2409,116254.23
2410,166132.92
2411,88178.484
2412,147367.45
2413,112667.2
2414,131246.66
2415,120736.73
2416,88576.21
2417,101453.664
2418,114092.234
2419,127832.83
2420,113636.414
2421,141558.75
2422,91708.71
2423,110814.1
2424,155024.62
2425,217263.73
2426,135101.33
2427,115425.89
2428,194493.9
2429,90749.88
2430,121577.79
