Id,SalePrice
1461,90772.42
1462,23529.432
1463,177258.02
1464,197457.28
1465,169597.8
1466,182992.52
1467,
1468,177766.02
1469,186689.69
1470,106075.51
1471,190369.52
1472,76575.89
1473,75048.33
1474,135611.64
1475,76638.445
1476,335941.06
1477,234318.36
1478,301391.97
1479,295701.84
1480,416166.47
1481,290699.38
1482,202253.64
1483,175543.22
1484,151749.3
1485,207118.08
1486,213423.02
1487,305472.44
1488,228374.48
1489,195547.52
1490,241110.25
1491,209032.42
1492,61126.01
1493,218397.64
1494,281849.84
1495,254099.27
1496,226084.89
1497,156115.36
1498,165099.75
1499,164168.67
1500,166172.19
1501,
1502,
1503,275420.34
1504,250784.72
1505,229844.88
1506,
1507,238698.05
1508,
1509,143553.14
1510,152513.58
1511,145645.25
1512,170993.44
1513,
1514,
1515,186504.42
1516,148194.92
1517,141452.7
1518,110129.86
1519,210264.3
1520,
1521,112140.14
1522,191296.02
1523,69813.94
1524,94214.14
1525,76921.3
1526,68406.5
1527,93862.32
1528,117391.84
1529,127382.164
1530,202214.64
1531,153520.19
1532,
1533,148692.34
1534,116210.29
1535,152793.42
1536,
1537,70628.63
1538,131920.34
1539,190238.0
1540,
1541,140559.92
1542,109642.37
1543,
1544,49521.95
1545,65347.73
1546,137971.88
1547,138674.98
1548,93006.234
1549,96961.47
1550,118778.74
1551,112812.95
1552,143746.77
1553,
1554,88820.414
1555,160856.48
1556,51271.105
1557,
1558,86769.75
1559,
1560,128794.39
1561,
1562,139480.95
1563,116186.47
1564,
1565,150711.16
1566,
1567,71519.38
1568,
1569,141876.83
1570,133861.88
1571,91691.56
1572,121822.41
1573,216573.39
1574,
1575,239857.8
1576,272374.8
1577,176711.16
1578,143994.11
1579,116983.84
1580,
1581,148901.61
1582,115591.47
1583,276832.7
1584,221175.2
1585,
1586,28596.615
1587,79692.984
1588,127394.29
1589,88504.516
1590,128706.336
1591,
1592,124308.8
1593,
1594,
1595,
1596,201576.89
1597,162470.22
1598,181172.77
1599,155599.78
1600,163845.42
1601,24978.945
1602,102851.52
1603,70352.78
1604,253998.27
1605,240227.73
1606,160271.02
1607,
1608,244352.83
1609,179168.39
1610,157742.78
1611,135744.89
1612,188051.38
1613,
1614,125731.516
1615,
1616,
1617,56424.305
1618,99290.84
1619,133998.34
1620,172579.61
1621,129884.445
1622,148266.5
1623,254249.16
1624,244281.7
1625,93243.14
1626,188848.47
1627,193086.72
1628,
1629,161480.1
1630,267022.0
1631,197126.42
1632,193352.88
1633,180547.08
1634,193088.67
1635,
1636,156165.9
1637,207184.61
1638,
1639,166636.17
1640,
1641,164275.75
1642,253311.38
1643,
1644,
1645,
1646,169228.05
1647,154569.27
1648,
1649,
1650,106564.97
1651,115721.12
1652,84461.88
1653,78998.56
1654,139798.64
1655,127917.516
1656,132161.02
1657,143379.8
1658,141456.66
1659,77947.59
1660,
1661,407524.0
1662,322583.5
1663,353111.0
1664,403631.78
1665,306192.88
1666,313123.2
1667,344394.84
1668,339680.7
1669,293398.47
1670,330387.53
1671,275900.72
1672,364997.62
1673,290051.8
1674,254194.55
1675,206024.23
1676,211300.3
1677,209112.52
1678,402008.38
1679,343142.4
1680,293270.34
1681,253629.92
1682,300507.0
1683,178910.78
1684,193130.27
1685,207810.75
1686,162369.3
1687,193437.31
1688,213930.42
1689,216338.23
1690,
1691,
1692,
1693,179341.45
1694,190958.06
1695,160612.48
1696,
1697,165145.42
1698,297430.7
1699,
1700,245646.86
1701,
1702,250925.9
1703,252373.3
1704,274449.28
1705,275404.47
1706,375104.22
1707,
1708,212059.14
1709,279905.62
1710,228805.58
1711,287211.06
1712,254146.39
1713,268381.25
1714,213447.89
1715,210959.92
1716,192473.42
1717,188253.25
1718,
1719,222070.9
1720,238604.36
1721,187480.08
1722,
1723,174777.23
1724,205665.48
1725,239666.11
1726,195397.2
1727,141507.62
1728,195820.98
1729,
1730,139848.67
1731,133710.84
1732,
1733,
1734,
1735,
1736,86764.41
1737,
1738,
1739,247043.67
1740,
1741,
1742,172196.17
1743,186309.73
1744,
1745,195758.98
1746,188667.48
1747,
1748,222332.39
1749,160700.45
1750,110695.59
1751,
1752,84008.44
1753,145545.39
1754,198712.08
1755,
1756,130465.34
1757,100151.63
1758,
1759,
1760,175508.77
1761,177108.36
1762,
1763,181423.52
1764,88191.3
1765,142908.73
1766,191797.23
1767,229031.2
1768,114530.64
1769,
1770,156149.0
1771,83415.98
1772,109704.7
1773,131585.45
1774,151761.48
1775,120656.2
1776,111237.48
1777,91666.625
1778,125449.33
1779,97397.625
1780,165433.11
1781,87785.19
1782,65488.86
1783,153888.3
1784,101492.234
1785,108059.11
1786,160493.25
1787,164769.77
1788,
1789,73995.56
1790,59627.996
1791,209681.52
1792,132063.42
1793,145945.83
1794,155986.38
1795,117042.09
1796,116830.35
1797,120140.47
1798,96135.25
1799,76143.0
1800,99961.0
1801,117626.96
1802,129442.44
1803,140982.11
1804,135796.72
1805,134758.58
1806,96966.56
1807,117726.734
1808,115903.39
1809,
1810,133492.83
1811,
1812,
1813,98238.66
1814,81757.94
1815,13788.269
1816,88584.375
1817,132703.94
1818,165630.02
1819,138482.3
1820,
1821,108460.09
1822,151367.25
1823,
1824,
1825,123562.125
1826,74431.95
1827,64738.824
1828,102838.67
1829,152391.61
1830,118422.6
1831,104298.14
1832,
1833,115749.17
1834,
1835,
1836,81359.266
1837,
1838,79304.49
1839,116636.234
1840,
1841,
1842,67514.664
1843,151084.02
1844,
1845,145765.28
1846,161651.19
1847,
1848,
1849,
1850,90452.37
1851,137265.4
1852,123391.56
1853,111767.19
1854,166540.27
1855,158392.45
1856,234037.1
1857,123886.164
1858,123811.766
1859,78362.09
1860,179074.92
1861,80567.72
1862,
1863,
1864,
1865,326683.78
1866,326301.66
1867,239114.11
1868,307670.88
1869,212382.73
1870,226435.02
1871,257105.56
1872,207256.12
1873,
1874,125622.48
1875,174819.06
1876,195405.14
1877,193348.28
1878,209538.6
1879,
1880,109931.89
1881,250960.2
1882,
1883,
1884,
1885,213620.58
1886,
1887,214408.14
1888,258530.6
1889,189138.14
1890,114292.516
1891,117448.12
1892,64661.69
1893,91854.99
1894,
1895,118180.64
1896,102744.516
1897,100827.7
1898,106189.82
1899,140321.23
1900,125755.36
1901,146746.45
1902,99701.86
1903,
1904,110234.19
1905,187314.45
1906,136277.58
1907,210298.05
1908,87599.55
1909,131329.7
1910,105275.23
1911,
1912,
1913,182778.08
1914,26535.031
1915,280951.62
1916,19149.584
1917,241377.6
1918,132129.44
1919,179427.39
1920,153285.4
1921,352177.0
1922,301859.75
1923,
1924,276057.0
1925,215821.05
1926,350400.62
1927,114913.14
1928,181081.45
1929,106781.875
1930,112365.016
1931,154896.61
1932,135081.7
1933,197103.72
1934,178760.5
1935,175472.02
1936,183617.61
1937,
1938,178362.95
1939,223611.1
1940,170078.69
1941,177265.1
1942,
1943,194820.98
1944,329516.0
1945,329576.16
1946,
1947,274735.12
1948,
1949,245103.45
1950,
1951,255733.86
1952,211665.12
1953,203441.8
1954,179745.3
1955,118842.45
1956,
1957,142456.8
1958,
1959,146710.94
1960,81669.62
1961,124968.9
1962,72579.5
1963,86897.09
1964,83430.4
1965,125129.73
1966,112236.19
1967,279402.7
1968,366627.2
1969,351100.72
1970,352527.66
1971,418948.75
1972,343576.0
1973,299497.25
1974,327322.88
1975,400942.7
1976,262785.5
1977,326097.5
1978,311945.9
1979,299066.0
1980,192680.22
1981,316170.8
1982,205868.81
1983,194772.89
1984,169156.25
1985,
1986,
1987,180477.58
1988,205372.39
1989,
1990,
1991,211720.66
1992,230790.55
1993,
1994,221359.33
1995,192719.61
1996,279392.75
1997,
1998,278604.88
1999,275989.3
2000,
2001,307446.12
2002,252747.83
2003,269926.8
2004,307856.5
