id,count
0,116
1,260
2,37
4,82
5,117
10,130
11,39
12,124
15,114
17,1
18,245
23,267
25,112
26,29
31,150
39,94
40,29
41,147
42,267
43,148
51,239
52,84
54,41
60,203
61,129
62,135
63,22
65,130
66,116
68,260
71,31
80,30
82,203
94,147
98,245
101,19
102,207
107,134
112,167
113,206
115,21
116,130
120,92
121,41
122,245
132,209
143,84
147,203
150,19
151,77
152,233
153,91
155,47
156,0
159,120
161,49
163,20
177,206
186,13
188,180
190,41
191,95
192,235
195,190
200,150
209,213
210,12
211,260
214,210
215,129
218,123
219,29
222,134
225,19
228,241
236,250
241,36
242,144
243,267
245,16
247,209
251,139
252,100
253,87
254,72
258,245
260,39
261,110
265,91
266,245
267,260
269,150
270,109
275,92
278,210
279,19
286,210
287,16
288,109
289,107
293,15
294,260
297,39
302,82
303,114
304,117
307,114
309,19
311,112
312,128
314,151
315,250
319,150
322,81
323,23
325,260
327,150
330,19
332,150
333,134
338,111
341,87
345,156
348,99
349,34
350,126
352,84
355,26
356,216
358,21
363,83
369,104
371,14
372,123
375,224
380,112
388,39
391,107
392,210
393,220
394,116
396,30
401,84
407,39
409,91
410,112
416,37
418,130
420,238
421,110
422,260
424,245
428,260
429,260
431,210
435,22
439,118
441,84
447,87
449,216
451,260
452,210
454,213
458,124
463,138
467,82
470,210
471,210
474,224
478,114
483,83
484,112
485,91
486,111
491,87
494,87
495,209
497,209
499,260
515,112
518,209
521,203
525,250
529,262
532,145
534,84
540,39
544,267
547,150
549,64
563,114
564,101
567,112
572,110
577,110
578,239
585,260
588,260
589,110
590,112
592,8
594,210
596,10
598,260
599,118
605,84
606,121
607,194
608,209
609,39
610,262
611,135
614,148
615,210
616,131
617,88
618,224
624,82
629,151
631,87
633,37
637,33
638,112
643,37
644,135
645,83
646,144
648,81
650,6
651,83
652,245
656,121
657,27
659,45
660,235
662,92
665,145
675,267
681,128
682,194
685,16
686,236
689,19
696,107
703,83
704,92
705,135
714,187
717,25
718,8
720,134
721,260
723,185
726,37
728,110
