id,count
0,111.64762
1,289.84494
2,8.4269
4,95.501526
5,-8.348744
10,162.10474
11,138.29106
12,274.85794
15,99.906
17,-4.0286794
18,293.84625
23,284.9397
25,182.72372
26,122.84864
31,242.31633
39,175.84933
40,71.92918
41,127.119255
42,271.25546
43,231.78639
51,281.99374
52,122.79728
54,82.98426
60,191.8077
61,184.92813
62,146.83415
63,80.94855
65,165.39455
66,141.70744
68,159.16797
71,72.5667
80,124.37463
82,101.69944
94,232.93059
98,280.35498
101,74.91595
102,200.56949
107,87.475395
112,279.6655
113,31.634615
115,45.42027
116,210.9274
120,107.764984
121,88.11316
122,292.10355
132,183.81487
143,87.26507
147,70.19147
150,120.76446
151,106.70844
152,270.22287
153,98.74002
155,49.97746
156,117.950485
159,257.77173
161,104.12208
163,101.0365
177,229.70679
186,131.91983
188,86.1471
190,95.80285
191,125.1145
192,187.36375
195,246.64308
200,180.04478
209,275.34662
210,49.925938
211,287.07318
214,110.29159
215,120.87002
218,134.32883
219,53.577724
222,115.3568
225,125.811386
228,301.14478
236,279.52872
241,94.90503
242,218.46805
243,306.6448
245,76.0784
247,285.11212
251,177.79558
252,104.38002
253,75.02293
254,134.56265
258,286.8559
260,53.167305
261,187.48605
265,79.106735
266,253.02557
267,208.69574
269,211.50787
270,100.34027
275,129.24979
278,63.714474
279,82.4315
286,121.54985
287,82.670074
288,274.235
289,191.70915
293,103.008026
294,191.98343
297,14.216857
302,126.80481
303,49.905987
304,16.649332
307,150.16692
309,99.4493
311,257.76318
312,135.5099
314,257.6388
315,289.2991
319,250.51357
322,196.29073
323,89.100845
325,225.16797
327,253.0847
330,81.1023
332,266.26218
333,97.42344
338,187.78032
341,68.15302
345,139.43361
348,152.88777
349,108.96369
350,135.21251
352,68.88975
355,86.788475
356,225.02713
358,88.28677
363,188.9792
369,246.24374
371,120.52638
372,202.00386
375,283.44873
380,165.4933
388,105.075035
391,230.24118
392,114.781334
393,282.24612
394,114.47211
396,48.08956
401,115.2494
407,35.07819
409,98.941
410,112.608955
416,133.0619
418,144.68178
420,256.83563
421,224.95674
422,213.15831
424,307.86072
428,204.51086
429,269.49704
431,135.96605
435,-2.832417
439,119.33262
441,-1.3557544
447,128.889
449,203.01373
451,228.06815
452,62.915886
454,207.12607
458,297.15073
463,218.24342
467,68.665
470,120.394875
471,180.35622
474,268.52362
478,86.14942
483,142.62434
484,191.8414
485,90.38391
486,208.84436
491,139.69107
494,136.4919
495,202.57085
497,162.95233
499,215.26427
515,123.8776
518,233.50143
521,114.27444
525,248.26595
529,262.8494
532,200.06015
534,33.407154
540,99.41422
544,302.4163
547,243.73232
549,106.612785
563,73.04445
564,249.5045
567,144.45526
572,183.13275
577,194.23236
578,301.28415
585,212.30458
588,191.31227
589,199.06735
590,158.11842
592,151.94398
594,105.24484
596,158.71239
598,256.9397
599,240.67659
605,83.91797
606,153.18498
607,148.58601
608,261.32587
609,99.71764
610,260.97433
611,94.10888
614,207.6756
615,186.4535
616,246.4634
617,178.70198
618,183.74036
624,128.24706
629,232.55695
631,106.69379
633,158.83559
637,56.52674
638,137.39111
643,35.034702
644,199.39964
645,69.08741
646,150.15382
648,189.87582
650,88.02997
651,139.28378
652,291.06168
656,132.68982
657,86.4611
659,103.10805
660,194.39754
662,166.51187
665,275.08347
675,290.8797
681,190.1635
682,215.62416
685,86.61773
686,272.86874
689,100.18394
696,197.79068
703,146.67206
704,133.78123
705,145.57129
714,247.51363
717,142.29475
718,155.09685
720,100.35779
721,274.9899
723,268.73746
726,161.01927
728,225.19495
730,110.1821
731,69.68047
734,312.9606
737,102.443886
738,100.535286
745,205.42996
746,148.36475
749,229.69174
752,133.24026
753,117.69155
758,252.90851
765,159.4244
766,214.25958
768,81.949585
769,266.65765
774,219.63087
775,144.68768
781,50.50147
784,266.66397
794,116.26089
795,294.02902
796,47.963837
802,123.85604
803,118.98034
805,120.2262
806,272.13977
807,82.49887
809,105.540115
810,259.17703
812,152.5305
814,101.083664
818,253.18729
819,268.1929
825,14.3158245
836,14.396428
839,166.51587
847,285.13135
848,158.23001
851,202.34703
852,228.05107
853,67.84708
857,252.05414
858,98.70469
859,230.71613
861,4.3616176
867,141.09978
870,155.40955
871,269.11615
872,283.80637
874,298.59323
881,291.9117
886,228.62228
890,64.6476
895,242.24591
899,67.8029
900,261.4247
901,279.0985
902,268.03168
903,99.19949
913,300.92624
918,288.9355
923,163.44641
924,42.12956
926,54.29028
927,102.0522
930,168.26785
934,99.4338
937,122.699684
939,120.89088
941,112.10376
942,291.98624
946,192.26086
950,118.39339
953,126.78742
959,0.61137915
961,85.93113
962,75.789444
964,101.41623
969,191.66411
971,210.16035
976,100.985535
978,264.52783
980,211.33145
981,206.36365
990,277.35364
993,51.288677
996,88.28903
998,226.47276
999,262.50647
1006,196.56839
1008,90.10214
1013,105.07818
1015,126.26345
1016,193.16203
1022,261.58533
1026,150.11633
1028,274.7896
1031,47.40657
1034,81.346756
1037,255.0743
1040,102.88026
1042,85.546455
1046,118.32432
1048,96.89234
1049,179.01288
1050,100.183846
1051,228.17566
1052,259.63098
1055,140.13783
1060,226.50645
1064,112.81035
1066,125.33101
1071,167.83458
1073,139.00664
