id,count
0,114.20623
1,159.58623
2,129.77684
4,34.471176
5,21.877579
10,114.46243
11,48.042656
12,311.4395
15,79.043526
17,27.721245
18,433.2872
23,294.44705
25,128.73927
26,30.293634
31,239.51576
39,127.83126
40,19.609947
41,34.715282
42,
43,204.72627
51,216.88731
52,130.99635
54,38.927643
60,116.706566
61,158.73882
62,131.3448
63,26.33171
65,130.25645
66,125.50559
68,107.43467
71,30.99635
80,25.515692
82,
94,139.8005
98,383.4516
101,50.178783
102,75.461
107,52.848747
112,287.5214
113,95.96876
115,
116,147.93488
120,165.76062
121,164.01164
122,364.54388
132,255.35484
143,10.356412
147,
150,17.982965
151,79.27477
152,237.53862
153,132.79799
155,134.81682
156,58.800037
159,147.0656
161,128.75375
163,86.04661
177,170.9586
186,21.482847
188,18.5411
190,42.36094
191,116.146095
192,193.23146
195,326.49792
200,257.9692
209,332.59238
210,31.226055
211,134.2564
214,51.86741
215,24.762268
218,152.91716
219,26.963753
222,115.819756
225,24.058632
228,383.54358
236,186.11937
241,34.566887
242,110.35192
243,245.3048
245,28.963785
247,307.5662
251,128.23676
252,60.251953
253,33.739437
254,158.82619
258,345.48154
260,
261,133.91191
265,139.36519
266,297.3754
267,102.5327
269,143.4687
270,
275,137.60199
278,34.70169
279,70.582184
286,69.14137
287,28.719463
288,288.60315
289,230.92955
293,23.89108
294,80.779945
297,
302,150.1582
303,60.284313
304,13.83085
307,135.4132
309,22.441366
311,150.52892
312,89.928925
314,136.61813
315,229.10356
319,226.03923
322,142.56902
323,
325,128.4666
327,315.72226
330,34.359932
332,207.46437
333,29.990929
338,130.86003
341,91.48365
345,38.497166
348,202.18875
349,110.31118
350,106.86933
352,
355,18.620417
356,
358,
363,134.13371
369,129.93315
371,18.81741
372,127.94715
375,360.6714
380,154.10501
388,74.69454
391,
392,85.30933
393,309.40353
394,158.85628
396,26.280088
401,59.754745
407,116.91733
409,172.10481
410,147.22797
416,41.761433
418,118.51644
420,136.76093
421,206.05995
422,142.34634
424,355.23953
428,114.893166
429,206.41466
431,74.579445
435,15.266169
439,113.75782
441,16.173937
447,58.16031
449,119.18374
451,106.72587
452,34.09812
454,194.08916
458,267.6503
463,128.16594
467,24.764315
470,54.31485
471,112.25889
474,362.16797
478,21.954315
483,185.28508
484,122.70057
485,100.68167
486,139.15096
491,134.88872
494,83.80465
495,176.46349
497,177.85826
499,103.351074
515,106.558945
518,258.42377
521,128.02989
525,
529,217.24402
532,100.858345
534,105.12273
540,148.67386
544,350.5987
547,225.00578
549,65.588554
563,28.282825
564,153.00458
567,182.19698
572,136.53206
577,105.13768
578,272.22513
585,123.26305
588,110.84402
589,131.53612
590,119.077156
592,36.51239
594,48.725174
596,25.065378
598,161.20143
599,134.50313
605,26.631939
606,138.68727
607,114.64065
608,243.4091
609,
610,307.51834
611,109.153854
614,
615,157.64165
616,290.60602
617,114.41019
618,213.66846
624,165.87967
629,145.4481
631,149.38307
633,127.795006
637,32.85044
638,133.69289
643,
644,209.52136
645,30.79948
646,187.89882
648,136.2908
650,37.177624
651,169.15733
652,286.1288
656,187.84087
657,24.049917
659,75.03518
660,156.32985
662,131.63864
665,285.12347
675,
681,221.82716
682,62.26139
