id,count
0,0.0
1,0.0
2,0.0
4,0.0
5,0.0
10,0.0
11,0.0
12,0.0
15,0.0
17,0.0
18,0.0
23,0.0
25,0.0
26,0.0
31,0.0
39,0.0
40,0.0
41,0.0
42,
43,0.0
51,0.0
52,0.0
54,0.0
60,0.0
61,0.0
62,0.0
63,0.0
65,0.0
66,0.0
68,0.0
71,0.0
80,0.0
82,
94,0.0
98,0.0
101,0.0
102,0.0
107,0.0
112,0.0
113,0.0
115,
116,0.0
120,0.0
121,0.0
122,0.0
132,0.0
143,0.0
147,
150,0.0
151,0.0
152,0.0
153,0.0
155,0.0
156,0.0
159,0.0
161,0.0
163,0.0
177,0.0
186,0.0
188,0.0
190,0.0
191,0.0
192,0.0
195,0.0
200,0.0
209,0.0
210,0.0
211,0.0
214,0.0
215,0.0
218,0.0
219,0.0
222,0.0
225,0.0
228,0.0
236,0.0
241,0.0
242,0.0
243,0.0
245,0.0
247,0.0
251,0.0
252,0.0
253,0.0
254,0.0
258,0.0
260,
261,0.0
265,0.0
266,0.0
267,0.0
269,0.0
270,
275,0.0
278,0.0
279,0.0
286,0.0
287,0.0
288,0.0
289,0.0
293,0.0
294,0.0
297,
302,0.0
303,0.0
304,0.0
307,0.0
309,0.0
311,0.0
312,0.0
314,0.0
315,0.0
319,0.0
322,0.0
323,
325,0.0
327,0.0
330,0.0
332,0.0
333,0.0
338,0.0
341,0.0
345,0.0
348,0.0
349,0.0
350,0.0
352,
355,0.0
356,
358,
363,0.0
369,0.0
371,0.0
372,0.0
375,0.0
380,0.0
388,0.0
391,
392,0.0
393,0.0
394,0.0
396,0.0
401,0.0
407,0.0
409,0.0
410,0.0
416,0.0
418,0.0
420,0.0
421,0.0
422,0.0
424,0.0
428,0.0
429,0.0
431,0.0
435,0.0
439,0.0
441,0.0
447,0.0
449,0.0
451,0.0
452,0.0
454,0.0
458,0.0
463,0.0
467,0.0
470,0.0
471,0.0
474,0.0
478,0.0
483,0.0
484,0.0
485,0.0
486,0.0
491,0.0
494,0.0
495,0.0
497,0.0
499,0.0
515,0.0
518,0.0
521,0.0
525,
529,0.0
532,0.0
534,0.0
540,0.0
544,0.0
547,0.0
549,0.0
563,0.0
564,0.0
567,0.0
572,0.0
577,0.0
578,0.0
585,0.0
588,0.0
589,0.0
590,0.0
592,0.0
594,0.0
596,0.0
598,0.0
599,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,
610,0.0
611,0.0
614,
615,0.0
616,0.0
617,0.0
618,0.0
624,0.0
629,0.0
631,0.0
633,0.0
637,0.0
638,0.0
643,
644,0.0
645,0.0
646,0.0
648,0.0
650,0.0
651,0.0
652,0.0
656,0.0
657,0.0
659,0.0
660,0.0
662,0.0
665,0.0
675,
681,0.0
682,0.0
685,0.0
686,0.0
689,0.0
696,0.0
703,0.0
704,0.0
705,0.0
714,0.0
717,0.0
718,0.0
720,0.0
721,0.0
723,0.0
726,0.0
728,0.0
730,0.0
731,0.0
734,0.0
737,0.0
738,0.0
745,0.0
746,0.0
749,0.0
752,0.0
753,0.0
758,0.0
765,0.0
766,0.0
768,0.0
769,0.0
774,0.0
775,0.0
781,
784,0.0
794,0.0
795,0.0
796,0.0
802,0.0
803,0.0
805,0.0
806,0.0
807,0.0
809,0.0
810,0.0
812,0.0
814,0.0
818,0.0
819,0.0
825,0.0
836,0.0
839,0.0
847,0.0
848,0.0
851,0.0
852,0.0
853,0.0
857,0.0
858,0.0
859,0.0
861,0.0
867,0.0
870,0.0
871,0.0
872,0.0
874,0.0
881,0.0
886,0.0
890,
895,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
913,0.0
918,0.0
923,0.0
924,0.0
926,0.0
927,0.0
930,0.0
934,0.0
937,0.0
939,0.0
941,0.0
942,0.0
946,0.0
950,0.0
953,0.0
959,0.0
961,0.0
962,0.0
964,0.0
969,0.0
971,0.0
976,0.0
978,0.0
980,0.0
981,0.0
990,0.0
993,0.0
996,0.0
998,0.0
999,0.0
1006,0.0
1008,0.0
1013,0.0
1015,0.0
1016,0.0
1022,0.0
1026,0.0
1028,0.0
1031,0.0
1034,
1037,0.0
1040,
1042,0.0
1046,0.0
1048,0.0
1049,0.0
1050,
1051,0.0
1052,0.0
1055,0.0
1060,0.0
1064,0.0
1066,0.0
1071,0.0
1073,0.0
1089,0.0
1091,0.0
1092,0.0
1093,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1102,0.0
1107,0.0
1109,0.0
1111,0.0
1112,0.0
1114,0.0
1116,0.0
1117,0.0
1118,0.0
1122,
1124,0.0
1127,0.0
1133,0.0
1134,0.0
1135,0.0
1139,0.0
1143,
1150,0.0
1151,0.0
1153,0.0
1155,0.0
1162,0.0
1163,0.0
1166,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1177,0.0
1178,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1191,0.0
1207,0.0
1213,0.0
1215,0.0
1223,0.0
1227,0.0
1236,
1237,
1238,0.0
1241,0.0
1248,0.0
1250,0.0
1251,0.0
1253,0.0
1255,0.0
1257,0.0
1261,0.0
1262,0.0
1265,0.0
1273,0.0
1277,0.0
1278,0.0
1280,0.0
1284,0.0
1285,0.0
1288,0.0
1295,0.0
1297,0.0
1299,0.0
1304,0.0
1308,0.0
1310,0.0
1311,0.0
1314,0.0
1315,0.0
1318,0.0
1320,0.0
1321,0.0
1322,0.0
1330,0.0
1333,0.0
1334,0.0
1341,0.0
1344,0.0
1351,0.0
1354,0.0
1356,
1363,0.0
1365,0.0
1369,0.0
1373,0.0
1375,0.0
1377,0.0
1379,0.0
1380,0.0
1381,0.0
1384,0.0
1390,0.0
1393,0.0
1395,
1399,0.0
1400,0.0
1401,0.0
1404,0.0
1408,0.0
1409,0.0
1413,0.0
1416,0.0
1418,0.0
1423,0.0
1424,0.0
1425,0.0
1433,0.0
1434,0.0
1436,0.0
1442,0.0
1444,0.0
1445,0.0
1452,0.0
1455,0.0
1462,
1467,0.0
1472,0.0
1475,0.0
1493,0.0
1501,0.0
1503,0.0
1504,0.0
1505,0.0
1511,0.0
1512,
1513,0.0
1514,0.0
1528,0.0
1533,0.0
1534,0.0
1536,0.0
1537,0.0
1539,0.0
1550,0.0
1552,0.0
1554,0.0
1555,0.0
1556,0.0
1559,0.0
1563,0.0
1566,0.0
1567,0.0
1568,0.0
1571,0.0
1572,0.0
1574,
1577,0.0
1583,0.0
1585,0.0
1586,0.0
1587,0.0
1596,0.0
1602,0.0
1604,0.0
1605,0.0
1610,0.0
1611,0.0
1616,0.0
1617,0.0
1618,0.0
1622,0.0
1623,0.0
1628,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1636,0.0
1637,0.0
1643,0.0
1644,0.0
1646,0.0
1648,0.0
1651,0.0
1656,0.0
