id,count
0,88
1,128
2,36
4,4
5,118
10,105
11,131
12,89
15,88
17,36
18,214
23,204
25,140
26,19
31,151
39,95
40,29
41,139
42,159
43,204
51,192
52,88
54,86
60,95
61,117
62,117
63,19
65,131
66,117
68,90
71,31
80,140
82,52
94,139
98,251
101,14
102,117
107,135
112,215
113,16
115,45
116,147
120,94
121,36
122,162
132,210
143,88
147,52
150,19
151,19
152,282
153,92
155,221
156,136
159,253
161,188
163,83
177,278
186,13
188,16
190,16
191,90
192,244
195,182
200,151
209,205
210,21
211,250
214,136
215,19
218,171
219,30
222,135
225,12
228,249
236,253
241,20
242,195
243,269
245,104
247,203
251,140
252,135
253,14
254,107
258,251
260,73
261,95
265,61
266,148
267,195
269,151
270,62
275,93
278,41
279,32
286,244
287,21
288,205
289,136
293,126
294,250
297,40
302,16
303,88
304,118
307,95
309,19
311,241
312,132
314,152
315,253
319,121
322,149
323,52
325,111
327,151
330,19
332,151
333,16
338,112
341,45
345,139
348,100
349,47
350,127
352,45
355,107
356,159
358,45
363,117
369,105
371,14
372,90
375,249
380,89
388,39
391,159
392,84
393,282
394,36
396,30
401,88
407,39
409,68
410,117
416,107
418,204
420,249
421,111
422,116
424,251
428,244
429,95
431,100
435,36
439,92
441,2
447,101
449,216
451,216
452,21
454,263
458,89
463,139
467,14
470,90
471,251
474,192
478,13
483,148
484,111
485,92
486,89
491,93
494,105
495,139
497,86
499,95
515,108
518,118
521,126
525,165
529,264
532,85
534,19
540,39
544,269
547,151
549,32
563,88
564,102
567,85
572,90
577,90
578,269
585,282
588,95
589,95
590,119
592,16
594,90
596,88
598,222
599,125
605,10
606,117
607,195
608,121
609,62
610,148
611,136
614,159
615,148
616,132
617,117
618,90
624,88
629,147
631,30
633,88
637,7
638,85
643,38
644,136
645,85
646,228
648,159
650,39
651,88
652,196
656,122
657,13
659,14
660,263
662,117
665,264
675,159
681,151
682,210
685,18
686,253
689,10
696,108
703,85
704,90
705,136
714,83
717,221
718,85
720,135
721,282
723,131
726,85
728,95
730,74
731,29
734,269
737,17
738,18
745,262
746,29
749,218
752,29
753,93
758,204
765,90
766,181
768,85
769,249
774,116
775,159
781,45
784,195
794,151
795,185
796,41
802,132
803,202
805,17
806,139
807,90
809,88
810,107
812,85
814,208
818,195
819,105
825,36
836,36
839,117
847,251
848,51
851,90
852,285
853,17
857,102
858,19
859,195
861,36
867,216
870,195
871,204
872,112
874,229
881,253
886,131
890,45
895,253
899,117
900,251
901,148
902,269
903,205
913,285
918,150
923,122
924,19
926,30
927,39
930,195
934,19
937,151
939,136
941,20
942,192
946,195
950,90
953,84
959,36
961,17
962,136
964,132
969,230
971,149
976,31
978,267
980,195
981,247
990,211
993,27
996,10
998,284
999,251
1006,127
1008,14
1013,39
1015,117
1016,95
1022,195
1026,112
1028,264
1031,14
1034,45
1037,229
1040,29
1042,13
1046,106
1048,90
1049,119
1050,51
1051,222
1052,112
1055,88
1060,149
1064,29
1066,17
1071,89
1073,4
1089,95
1091,111
1092,23
1093,108
1096,195
1097,84
1098,19
1099,93
1102,152
1107,148
1109,21
1111,45
1112,90
1114,229
1116,284
1117,95
1118,88
1122,159
1124,151
1127,88
1133,95
1134,19
1135,85
1139,195
1143,45
1150,88
1151,127
1153,150
1155,14
1162,19
1163,116
1166,36
1171,92
1172,36
1173,285
1174,88
1177,131
1178,183
1184,34
1185,151
1186,17
1187,192
1188,249
1191,204
1207,119
1213,159
1215,112
1223,282
1227,147
1236,45
1237,45
1238,126
1241,29
1248,13
1250,16
1251,216
1253,93
1255,90
1257,95
1261,90
1262,181
1265,90
1273,148
1277,107
1278,101
1280,93
1284,148
1285,251
1288,10
1295,127
1297,250
1299,251
1304,128
1308,41
1310,90
1311,117
1314,104
1315,159
1318,88
1320,195
1321,286
1322,263
1330,89
1333,196
1334,136
1341,90
1344,196
1351,262
1354,86
1356,73
1363,131
1365,195
1369,117
1373,93
1375,95
1377,138
1379,117
1380,262
1381,93
1384,150
1390,264
1393,150
1395,73
1399,264
1400,93
1401,205
1404,269
1408,5
1409,36
1413,208
1416,116
1418,90
1423,86
1424,30
1425,8
1433,229
1434,285
1436,107
1442,112
1444,29
1445,85
1452,260
1455,216
1462,51
1467,36
1472,40
1475,166
1493,85
1501,148
1503,214
1504,192
1505,12
1511,229
1512,45
1513,250
1514,151
1528,255
1533,192
1534,29
1536,124
1537,48
1539,132
1550,110
1552,196
1554,85
1555,149
1556,85
1559,17
1563,229
1566,95
1567,1
1568,29
1571,148
1572,10
1574,45
1577,13
1583,36
1585,159
1586,112
1587,249
1596,89
1602,21
1604,14
1605,45
1610,262
1611,93
1616,36
1617,116
1618,36
1622,21
1623,38
1628,249
1631,14
1632,269
1633,262
1634,95
1636,107
1637,87
1643,135
1644,117
1646,126
1648,188
1651,31
1656,21
1658,112
1659,16
1665,88
1666,204
1670,127
1674,110
1679,229
1680,90
1683,259
1686,19
1691,93
1693,19
1696,88
1697,85
1703,88
1706,36
1709,247
1710,85
1712,159
1713,102
1718,95
1719,150
1722,251
1723,111
1724,196
1728,14
1730,18
1732,161
1737,19
1745,93
1747,85
1748,19
1755,219
1759,10
1761,195
1764,148
1765,89
1766,92
1768,92
1770,34
1771,122
1774,122
1785,89
1788,239
1792,12
1794,148
1797,250
1798,7
1799,269
1802,117
1806,93
1808,18
1810,149
1818,36
1819,162
1820,269
1822,251
1826,90
1827,171
1835,18
1841,126
1842,51
1843,204
1846,16
1849,70
1850,171
1851,85
1857,73
1858,172
1860,88
1861,204
1864,98
1869,181
1871,51
1872,2
1875,18
1878,241
1879,196
1885,92
1888,212
1889,14
1890,93
1896,136
1897,112
1898,159
1900,148
1905,16
1908,88
1909,117
1913,33
1918,117
1922,151
1923,112
1925,195
1926,183
1927,116
1930,112
1935,14
1939,92
1942,122
1943,38
1948,250
1949,195
1951,119
1953,131
1959,119
1963,10
1967,110
1973,262
1975,29
1976,45
1990,204
1993,159
1997,202
1999,112
2001,251
2004,4
2010,90
2013,89
2017,251
2021,113
2023,93
2026,269
2037,14
2039,205
2041,16
2046,21
2050,13
2060,90
2067,84
2069,89
2072,112
2074,95
2079,111
2083,14
2085,36
2087,10
2093,159
2094,39
2097,16
2103,93
2104,73
2107,253
2108,14
2110,36
2115,95
2117,126
2125,90
2127,269
2133,17
2134,269
2135,117
2141,151
2143,19
2145,49
2146,204
2147,128
2148,159
2149,52
2165,85
2166,135
2177,202
