id,count
0,150.17638
1,201.07135
2,160.13583
4,63.36572
5,172.89052
10,143.15146
11,122.23326
12,209.48622
15,86.90619
17,64.85441
18,265.35764
23,251.10205
25,84.274124
26,35.211884
31,219.42242
39,165.18109
40,21.776243
41,308.27487
42,224.82632
43,166.87308
51,218.9067
52,171.65005
54,36.0876
60,136.88329
61,117.017044
62,125.52595
63,18.165985
65,112.61549
66,126.05653
68,160.83841
71,49.020447
80,35.70933
82,71.14317
94,144.28098
98,275.69638
101,69.90675
102,157.05458
107,255.83353
112,174.01155
113,249.55762
115,44.791756
116,124.63736
120,221.83798
121,232.97629
122,311.90878
132,180.16481
143,97.57715
147,92.10608
150,23.833334
151,104.10979
152,269.47293
153,122.498856
155,139.8895
156,344.76303
159,213.24634
161,101.043945
163,51.51022
177,162.10078
186,55.021946
188,20.01255
190,50.345936
191,79.94119
192,193.77968
195,277.74295
200,160.30081
209,294.63913
210,130.76225
211,158.76668
214,168.01448
215,33.150036
218,88.69364
219,22.144926
222,86.86068
225,24.645008
228,256.9877
236,181.824
241,24.72376
242,189.35071
243,186.20612
245,34.13497
247,249.1657
251,153.97693
252,31.016817
253,47.283264
254,262.22018
258,246.4097
260,56.251835
261,138.22127
265,124.193924
266,239.26797
267,183.90344
269,216.66779
270,102.54628
275,99.248886
278,44.95039
279,63.110497
286,228.34839
287,31.414448
288,234.16455
289,151.56836
293,28.961025
294,142.19434
297,87.448586
302,175.25061
303,77.171265
304,168.61246
307,108.69541
309,27.120651
311,185.68483
312,221.42831
314,180.06023
315,216.50632
319,180.64941
322,119.04826
323,81.545975
325,121.57407
327,221.56862
330,33.484814
332,231.3168
333,36.75866
338,115.0564
341,123.19634
345,310.82907
348,158.90701
349,48.17877
350,112.53232
352,45.39395
355,17.282919
356,202.30725
358,30.886328
363,160.94592
369,133.7011
371,22.473158
372,115.93068
375,262.8204
380,99.2522
388,46.621864
391,166.6821
392,164.44675
393,306.47202
394,155.86417
396,35.479996
401,68.47386
407,81.39372
409,141.55704
410,148.3682
416,75.05562
418,112.148056
420,147.54208
421,177.25977
422,138.38855
424,260.9885
428,185.27174
429,172.59076
431,147.7589
435,199.32944
439,99.98973
441,269.60556
447,56.136757
449,163.18742
451,154.59306
452,24.849703
454,213.9309
458,178.13094
463,137.76263
467,19.091784
470,282.62964
471,197.6904
474,263.6141
478,33.640415
483,200.7789
484,135.3971
485,110.61337
486,118.0732
491,127.858536
494,164.4141
495,170.74347
497,179.04971
499,165.27612
515,81.07228
518,223.97467
521,212.90677
525,173.63867
529,262.0712
532,149.6766
534,106.09149
540,147.3258
544,258.50064
547,200.88148
549,46.955948
563,27.56569
564,138.30481
567,169.02136
572,89.04439
577,117.105316
578,231.4917
585,230.4686
588,142.78159
589,104.52931
590,103.91351
592,111.267914
594,321.39444
596,29.935675
598,195.89093
599,147.22083
605,81.46931
606,135.06772
607,182.08948
608,208.33214
609,95.02258
610,231.80042
611,190.27731
614,142.4285
615,172.1044
616,238.24152
617,110.75347
618,220.23975
624,192.60635
629,142.02118
631,120.561935
633,267.1814
637,33.2394
638,92.983215
643,51.70983
644,156.83966
645,44.061832
646,152.65347
648,172.17978
650,24.589273
651,243.71242
652,266.25674
656,147.48837
657,39.521423
659,49.156994
660,196.59973
662,120.770645
665,316.82834
675,276.42737
681,170.85733
682,136.06396
685,105.34157
686,153.46742
689,28.279427
696,132.5824
703,152.35025
704,123.35979
705,167.62598
714,222.01125
717,158.62357
718,39.49203
720,16.612186
721,205.64166
723,217.31969
726,251.73755
728,116.40814
730,206.99158
731,35.34506
734,260.4928
737,87.16162
738,30.6997
745,121.64052
746,17.916418
749,257.6064
752,21.740644
753,222.5701
758,238.81314
765,58.516376
766,185.5539
768,107.800156
769,229.11316
774,133.84747
775,95.072525
781,32.672783
784,281.04465
794,36.09444
795,280.24725
796,77.61041
802,233.93826
803,182.34184
805,26.730284
806,270.78268
807,108.118805
809,25.037867
810,166.62738
812,268.9037
814,119.58624
818,267.98047
819,131.20142
825,127.277954
836,317.3887
839,105.79086
847,250.9595
848,225.82495
851,117.39664
852,145.23862
853,175.25586
857,137.06119
858,44.032486
859,245.54164
861,138.42078
867,85.23569
870,148.29102
871,211.01517
872,264.14133
874,256.13947
881,163.21768
886,122.48103
890,48.452244
895,134.79964
899,137.17908
900,286.11038
901,229.25752
902,265.34827
903,67.74323
913,229.89857
918,209.02313
923,157.89645
924,50.55643
926,43.697693
927,25.637674
930,165.98482
934,25.179363
937,143.64613
939,104.11136
941,33.763187
942,283.94827
946,222.50381
950,106.06036
953,113.515396
959,99.756454
961,17.469809
962,139.04865
964,237.41974
969,189.93057
971,108.40842
976,31.891914
978,243.35794
980,189.13849
981,145.26364
990,221.39813
993,18.367409
996,34.64832
998,237.34586
999,141.75894
1006,144.50372
1008,32.88099
1013,29.024168
1015,114.49706
1016,100.13342
1022,267.8272
1026,168.80457
1028,235.93712
1031,135.39923
1034,37.169334
1037,246.73668
1040,76.075264
1042,29.563643
1046,35.166473
1048,109.4729
1049,128.79318
1050,92.39473
1051,147.55238
1052,235.32034
1055,158.89359
1060,124.13089
1064,40.953194
1066,83.078896
1071,105.922806
1073,24.596865
1089,158.86671
1091,90.44505
1092,54.239315
1093,210.63013
1096,240.39551
1097,162.2526
1098,27.375746
1099,33.476967
1102,146.56859
1107,222.34125
1109,86.602554
1111,167.49754
1112,125.97985
1114,255.96179
1116,275.82462
1117,98.97425
1118,49.177204
1122,115.35396
1124,200.35516
1127,190.86394
1133,176.86736
1134,42.770134
1135,158.8735
1139,231.60895
1143,56.557377
1150,143.59967
1151,119.8873
1153,246.77258
1155,36.67031
1162,32.512157
1163,224.84467
1166,173.9474
1171,117.59221
1172,18.263298
1173,230.07059
1174,165.8002
1177,104.490555
1178,236.99193
1184,239.88489
1185,136.19754
1186,205.91861
1187,159.51953
1188,255.62491
1191,148.6943
1207,100.17999
1213,54.157974
1215,127.55066
1223,177.99496
1227,115.64909
1236,53.27588
1237,38.242416
1238,37.479767
1241,19.383114
1248,32.6102
1250,71.41586
1251,135.80835
1253,116.39717
1255,100.29924
1257,181.7092
1261,112.74765
1262,245.09808
1265,137.86191
1273,191.93823
1277,197.05148
1278,63.53313
1280,143.54782
1284,172.93756
1285,290.66513
1288,44.509018
1295,122.997505
1297,254.76228
1299,249.17566
1304,133.30235
1308,44.923927
1310,80.639915
1311,86.05207
