id,count
0,65.783554
1,213.64761
2,57.931023
4,85.633026
5,70.59841
10,94.24625
11,93.47418
12,172.79613
15,45.839966
17,24.220978
18,182.19441
23,175.92041
25,127.107475
26,54.634815
31,177.1961
39,161.63112
40,24.936676
41,127.5125
42,
43,149.06348
51,183.68344
52,27.151213
54,52.64257
60,141.24866
61,161.90657
62,113.9504
63,17.645983
65,109.51815
66,112.07858
68,153.08118
71,26.700184
80,56.68148
82,
94,173.85127
98,170.78618
101,55.222904
102,158.65991
107,101.45587
112,187.25679
113,44.79084
115,
116,134.56413
120,70.15394
121,33.65785
122,204.3856
132,141.96844
143,35.742878
147,
150,45.021828
151,48.142284
152,185.91821
153,63.94568
155,62.013466
156,96.51631
159,171.02419
161,71.60985
163,68.1744
177,149.45152
186,38.47119
188,51.587048
190,63.266804
191,60.059597
192,143.80254
195,202.9951
200,147.35376
209,185.90053
210,36.579308
211,190.09319
214,127.58239
215,65.97244
218,117.59176
219,30.394093
222,81.435165
225,26.565434
228,195.37598
236,182.46835
241,63.44671
242,155.72536
243,182.24777
245,62.36361
247,194.22466
251,156.2544
252,65.6468
253,46.942444
254,43.0978
258,173.5733
260,
261,164.37883
265,49.379
266,174.85245
267,150.96326
269,141.05191
270,
275,134.67651
278,56.37816
279,27.86351
286,78.98597
287,50.232265
288,170.81487
289,142.73482
293,65.52358
294,141.30136
297,
302,76.57748
303,51.86539
304,77.58664
307,129.15822
309,44.663742
311,185.8506
312,115.654976
314,199.55037
315,182.45465
319,162.23859
322,119.25587
323,
325,147.0653
327,172.30296
330,31.479391
332,167.60292
333,61.999763
338,151.09846
341,66.44277
345,137.8799
348,119.20944
349,72.256874
350,103.45677
352,
355,18.570818
356,
358,
363,143.31326
369,169.68002
371,49.338894
372,170.31125
375,198.74614
380,151.87532
388,58.022125
391,
392,141.39323
393,187.58748
394,60.741302
396,46.515804
401,25.578487
407,31.925028
409,72.64854
410,105.07036
416,66.29661
418,95.08419
420,164.04358
421,184.33257
422,155.39537
424,192.90224
428,155.1205
429,171.05992
431,127.861374
435,12.277947
439,93.43601
441,37.336784
447,41.88499
449,158.23778
451,178.62856
452,55.30495
454,132.71544
458,165.2457
463,170.30217
467,50.427307
470,114.312965
471,132.22313
474,194.60294
478,72.97586
483,69.67933
484,133.24727
485,64.940445
486,162.7151
491,90.933044
494,77.18982
495,147.32245
497,157.81082
499,180.56047
515,109.05696
518,157.40594
521,81.386345
525,
529,178.96733
532,148.80675
534,34.96285
540,52.840775
544,188.16914
547,155.72952
549,75.29167
563,33.68267
564,193.54474
567,76.393135
572,128.73767
577,143.39607
578,188.19485
585,185.01915
588,169.02303
589,132.7937
590,109.32253
592,44.886562
594,116.02673
596,38.360874
598,164.28926
599,155.99603
605,46.77278
606,122.70884
607,156.16515
608,164.652
609,
610,167.84836
611,63.384575
614,
615,131.98755
616,181.95107
617,135.79443
618,160.58148
624,78.447
629,182.8344
631,80.947784
633,53.621017
637,47.223038
638,116.95641
643,
644,147.40752
645,39.874138
646,152.2262
648,132.04868
650,51.67925
651,63.36843
652,208.79233
656,121.48022
657,79.37157
659,55.19379
660,138.7725
662,138.14163
665,191.49826
675,
681,137.75316
682,156.46419
685,52.765934
686,175.65533
689,42.683586
696,135.8862
703,155.9782
704,93.12137
705,118.80416
714,161.41414
717,42.951946
718,41.261055
720,60.01259
721,209.37454
723,165.90532
726,58.487152
728,145.32115
730,79.31965
731,58.576763
734,190.04987
737,25.67096
738,54.461082
745,158.08372
746,41.758358
749,162.37717
752,32.475758
753,52.145405
758,160.61725
765,47.81232
766,180.00966
768,43.75894
769,171.80818
774,157.34454
775,93.92737
781,
784,181.07849
794,86.35899
795,189.21959
796,47.185555
802,110.09102
803,91.08691
805,31.566671
806,210.14037
807,105.72885
809,22.494076
810,168.13206
812,52.64297
814,77.5794
818,173.4416
819,198.97105
825,2.043497
836,48.4556
839,140.5788
847,182.49538
848,40.93112
851,149.21799
852,145.9502
853,36.622555
857,158.95909
858,79.08926
859,173.94247
861,6.649403
867,128.81615
870,132.7071
871,196.78468
872,201.63507
874,204.94514
881,177.85764
886,140.62575
890,
895,149.13878
899,58.59323
900,171.47572
901,189.3514
902,169.21349
903,72.101944
913,190.78888
918,174.1218
923,122.37549
924,39.831272
926,45.234596
927,56.570084
930,143.52432
934,18.763693
937,133.96031
939,99.67434
941,64.52536
942,204.9713
946,175.66675
950,101.61678
953,56.00123
959,38.094513
961,17.845903
962,51.670155
964,90.04418
969,125.37921
971,131.78601
976,42.34205
978,165.3553
980,177.70558
981,151.84079
990,204.58905
993,47.611202
996,64.400955
998,188.5906
999,163.31859
1006,138.13853
1008,54.598618
1013,58.468647
1015,103.46494
1016,130.91461
1022,187.28114
1026,156.45963
1028,186.5416
1031,55.07119
1034,
1037,174.07239
1040,
1042,52.361916
1046,84.19312
1048,92.587944
1049,135.72566
1050,
1051,187.5673
1052,179.6275
1055,86.894005
1060,144.74547
1064,84.793686
1066,38.5277
1071,142.01086
1073,40.099968
1089,170.77238
1091,99.29605
1092,56.207302
1093,183.86102
1096,181.66199
1097,147.29523
1098,46.908405
1099,52.07952
1102,207.30814
1107,54.53932
1109,53.3085
1111,58.729645
1112,123.841446
1114,210.52548
1116,200.27747
1117,139.60583
1118,49.90618
1122,
1124,149.63725
1127,65.84606
1133,160.14383
1134,35.57278
1135,119.28702
1139,174.81223
1143,
1150,63.769688
1151,115.06435
1153,179.91658
1155,58.496178
1162,53.648262
1163,150.3286
1166,7.953195
1171,78.183624
1172,37.050842
1173,177.03844
1174,82.24731
1177,97.283615
1178,98.70996
1184,66.43735
1185,120.59869
1186,58.514748
1187,181.47623
1188,196.96819
1191,144.14981
1207,108.564384
1213,62.82624
1215,156.45345
1223,184.47983
1227,122.545105
1236,
1237,
1238,78.72833
1241,31.18745
1248,56.465324
1250,46.876106
1251,172.89203
1253,77.00402
1255,108.35029
1257,160.93968
1261,90.81269
1262,197.79549
1265,140.52034
1273,189.25127
1277,139.38873
1278,92.74313
1280,72.8362
1284,134.27983
1285,201.72218
1288,76.20773
1295,114.157
1297,204.0769
1299,181.20984
1304,145.6219
1308,60.789463
1310,94.33439
1311,125.40717
1314,79.930786
1315,95.59379
1318,24.44573
1320,208.39148
1321,198.89949
1322,140.71526
1330,142.70749
1333,163.8732
1334,139.01173
1341,144.83664
1344,116.34087
1351,155.40317
1354,49.53012
1356,
1363,123.26354
1365,145.27338
1369,133.19582
1373,82.86526
1375,132.06685
1377,31.246597
1379,160.48555
1380,169.02444
1381,69.76427
1384,144.9543
1390,170.02675
1393,175.31879
1395,
1399,176.50635
1400,67.34907
1401,77.98076
1404,163.42961
1408,33.980858
1409,16.144875
1413,152.16597
1416,175.16531
1418,90.330246
1423,55.650772
1424,41.352688
1425,35.370586
1433,195.96596
1434,145.73993
1436,179.31375
1442,165.85419
1444,44.742832
1445,127.60126
1452,178.49759
1455,170.38582
1462,
1467,21.904737
1472,70.41644
1475,88.98707
1493,113.566124
1501,159.50127
1503,179.32681
1504,200.9083
1505,26.052229
1511,185.90234
1512,
1513,126.76906
1514,79.277824
1528,198.42854
1533,198.25697
1534,49.706795
1536,167.54692
1537,54.363956
1539,121.548294
1550,126.4638
1552,150.66945
1554,166.95366
1555,181.80727
1556,50.1
1559,32.613148
1563,164.68576
1566,152.37955
1567,106.218315
1568,38.285706
1571,163.66995
1572,50.352715
1574,
1577,70.07853
1583,63.280678
1585,63.32808
1586,150.07777
1587,170.26994
1596,153.69661
1602,38.88358
1604,60.883556
1605,47.643795
1610,181.28888
1611,97.71315
1616,54.322113
1617,115.954895
1618,42.336586
1622,44.245575
1623,23.752966
1628,179.346
1631,46.074833
1632,162.84233
1633,164.044
1634,187.11426
1636,166.04776
1637,152.04778
1643,71.50397
1644,115.62238
1646,87.34632
1648,163.88045
1651,53.759087
1656,51.997284
1658,128.40407
1659,52.860886
1665,68.66531
1666,121.57769
1670,79.86989
1674,118.76096
1679,194.8703
1680,175.40385
1683,189.9908
1686,41.960552
1691,110.431435
1693,42.38723
1696,44.223713
1697,91.39086
1703,51.755447
1706,32.597282
1709,161.36514
1710,64.773285
1712,
1713,142.17593
1718,176.32823
1719,163.87837
1722,187.20987
1723,142.89066
1724,205.88739
1728,39.994957
1730,62.20467
1732,50.08456
1737,19.762695
1745,27.879684
1747,45.43408
1748,48.189808
1755,90.680664
1759,62.32726
1761,171.86028
1764,136.26207
1765,164.44162
1766,28.234964
1768,51.749603
1770,65.51713
1771,137.2315
1774,76.37151
1785,151.57452
1788,205.89615
1792,39.30852
1794,155.69536
1797,122.27939
1798,24.290361
1799,186.73817
1802,106.524895
1806,37.041992
1808,60.889336
1810,173.24661
1818,40.79386
1819,205.59145
1820,188.60434
1822,167.7726
1826,163.30104
1827,147.91139
1835,59.933273
1841,106.23695
1842,79.87022
1843,80.06852
1846,47.429085
1849,46.24155
1850,198.87344
1851,91.94362
1857,
1858,131.34145
1860,83.29967
1861,183.27026
1864,55.158623
1869,201.49763
1871,
1872,47.23504
1875,48.111187
1878,198.27306
1879,163.73813
1885,40.414085
1888,82.81592
1889,48.601665
1890,106.16609
1896,111.683426
1897,193.64314
1898,
1900,65.70803
1905,42.53633
1908,56.682888
1909,119.231964
1913,
1918,110.45802
1922,210.13658
1923,141.43826
1925,178.5007
1926,111.819756
1927,178.66531
1930,172.13766
1935,55.815968
1939,89.2497
1942,93.38781
1943,
1948,190.37563
1949,158.94324
1951,103.47319
1953,110.948616
1959,
1963,51.066025
1967,107.65829
1973,152.2149
1975,49.577785
1976,35.741253
1990,102.26055
1993,104.61953
1997,42.23565
1999,138.84981
2001,150.23688
2004,36.679855
2010,108.08664
2013,162.90904
2017,192.1527
2021,68.23206
2023,44.235893
2026,156.02757
2037,52.368317
2039,73.47545
2041,47.050182
2046,52.211708
2050,51.263363
2060,164.61552
2067,109.32603
2069,154.37366
2072,174.99442
2074,153.85298
2079,119.23314
2083,55.194424
2085,63.019344
2087,50.6856
2093,135.7736
2094,53.297123
2097,48.215824
2103,79.44455
2104,
2107,194.80017
2108,28.310715
2110,26.210133
2115,156.34645
2117,55.42384
2125,175.57683
2127,202.16692
2133,22.698906
2134,191.05154
2135,114.507355
2141,180.5055
2143,43.586887
2145,36.093132
2146,77.49296
2147,170.46294
2148,
2149,
2165,84.57363
2166,160.57266
2177,81.080055
