id,count
0,88
1,138
2,85
4,90
5,100
10,105
11,131
12,124
15,16
17,36
18,211
23,131
25,113
26,29
31,150
39,95
40,12
41,225
42,148
43,135
51,258
52,88
54,7
60,90
61,130
62,113
63,7
65,105
66,119
68,220
71,31
80,201
82,62
94,146
98,244
101,19
102,205
107,162
112,125
113,88
115,93
116,106
120,36
121,36
122,158
132,207
143,101
147,77
150,19
151,19
152,263
153,92
155,103
156,0
159,175
161,93
163,32
177,240
186,7
188,18
190,30
191,101
192,113
195,188
200,150
209,202
210,21
211,258
214,194
215,130
218,111
219,19
222,36
225,19
228,243
236,248
241,33
242,193
243,266
245,21
247,194
251,124
252,36
253,135
254,109
258,223
260,28
261,111
265,61
266,150
267,193
269,150
270,73
275,130
278,101
279,19
286,36
287,16
288,133
289,108
293,135
294,244
297,45
302,115
303,14
304,100
307,115
309,21
311,170
312,136
314,228
315,148
319,150
322,148
323,52
325,95
327,150
330,19
332,135
333,135
338,135
341,114
345,139
348,100
349,32
350,106
352,38
355,7
356,259
358,93
363,113
369,105
371,14
372,170
375,204
380,117
388,39
391,148
392,116
393,263
394,113
396,30
401,86
407,101
409,103
410,90
416,85
418,135
420,106
421,111
422,162
424,266
428,251
429,124
431,100
435,7
439,92
441,7
447,19
449,111
451,124
452,16
454,244
458,124
463,146
467,12
470,85
471,140
474,90
478,90
483,85
484,111
485,96
486,123
491,113
494,65
495,139
497,207
499,111
515,108
518,118
521,126
525,161
529,210
532,90
534,38
540,92
544,162
547,150
549,32
563,115
564,277
567,93
572,113
577,170
578,258
585,132
588,95
589,111
590,119
592,16
594,45
596,15
598,220
599,146
605,38
606,117
607,193
608,215
609,62
610,147
611,51
614,117
615,147
616,132
617,117
618,244
624,113
629,135
631,90
633,88
637,7
638,85
643,38
644,136
645,85
646,215
648,247
650,36
651,88
652,194
656,150
657,11
659,45
660,244
662,93
665,263
675,281
681,129
682,207
685,18
686,258
689,19
696,108
703,85
704,90
705,185
714,188
717,219
718,85
720,96
721,134
723,106
726,85
728,113
730,111
731,7
734,146
737,37
738,18
745,107
746,19
749,222
752,29
753,93
758,265
765,13
766,95
768,19
769,148
774,117
775,78
781,45
784,261
794,10
795,147
796,48
802,86
803,199
805,19
806,164
807,90
809,17
810,258
812,85
814,113
818,179
819,105
825,37
836,36
839,117
847,204
848,51
851,170
852,140
853,36
857,106
858,98
859,117
861,37
867,138
870,193
871,213
872,167
874,175
881,148
886,106
890,40
895,149
899,90
900,254
901,147
902,148
903,48
913,149
918,202
923,183
924,27
926,26
927,18
930,193
934,19
937,150
939,194
941,101
942,263
946,193
950,130
953,132
959,36
961,86
962,101
964,38
969,203
971,148
976,30
978,223
980,150
981,117
990,124
993,30
996,16
998,262
999,147
1006,135
1008,14
1013,18
1015,113
1016,113
1022,244
1026,193
1028,263
1031,88
1034,93
1037,148
1040,119
1042,10
1046,106
1048,113
1049,93
1050,51
1051,111
1052,205
1055,90
1060,90
1064,90
1066,101
1071,124
1073,101
1089,176
1091,113
1092,96
1093,108
1096,117
1097,118
1098,20
1099,19
1102,252
1107,115
1109,48
1111,1
1112,150
1114,243
1116,188
1117,111
1118,88
1122,148
1124,140
1127,85
1133,125
1134,38
1135,85
1139,172
1143,62
1150,103
1151,115
1153,221
1155,14
1162,19
1163,256
1166,7
1171,92
1172,12
1173,281
1174,90
1177,131
1178,85
1184,115
1185,90
1186,85
1187,124
1188,162
1191,131
1207,130
1213,105
1215,90
1223,124
1227,131
1236,38
1237,52
1238,135
1241,21
1248,135
1250,19
1251,170
1253,113
1255,117
1257,124
1261,93
1262,213
1265,262
1273,150
1277,188
1278,113
1280,93
1284,122
1285,244
1288,19
1295,110
1297,138
1299,223
1304,201
1308,19
1310,113
1311,113
1314,96
1315,148
1318,21
1320,193
1321,156
1322,138
1330,140
1333,194
1334,91
1341,244
1344,194
1351,254
1354,85
1356,73
1363,131
1365,122
1369,117
1373,90
1375,93
1377,31
1379,117
1380,223
1381,97
1384,279
1390,117
1393,223
1395,73
1399,231
1400,65
1401,101
1404,135
1408,7
1409,36
1413,124
1416,117
1418,90
1423,88
1424,31
1425,12
1433,125
1434,106
1436,258
1442,201
1444,29
1445,85
1452,111
1455,150
1462,62
1467,36
1472,48
1475,135
1493,113
1501,225
1503,211
1504,170
1505,12
1511,140
1512,52
1513,113
1514,135
1528,206
1533,263
1534,20
1536,124
1537,96
1539,117
1550,223
1552,215
1554,207
1555,148
1556,85
1559,19
1563,140
1566,98
1567,112
1568,7
1571,215
1572,20
1574,62
1577,13
1583,4
1585,101
1586,150
1587,243
1596,276
1602,21
1604,115
1605,32
1610,117
1611,113
1616,13
1617,113
1618,13
1622,40
1623,38
1628,221
1631,12
1632,201
1633,116
1634,124
1636,258
1637,93
1643,36
1644,117
1646,135
1648,131
1651,31
1656,36
1658,140
1659,10
1665,223
1666,119
1670,36
1674,188
1679,124
1680,98
1683,258
1686,19
1691,223
1693,19
1696,88
1697,109
1703,101
1706,45
1709,117
1710,85
1712,148
1713,111
1718,124
1719,131
1722,140
1723,111
1724,164
1728,14
1730,18
1732,18
1737,19
1745,43
1747,85
1748,7
