id,count
0,115.0083
1,151.87166
2,47.6363
4,36.5422
5,46.006557
10,166.53377
11,282.20023
12,254.75534
15,29.486444
17,139.12598
18,285.38904
23,192.6014
25,89.1665
26,49.933636
31,155.60715
39,152.25714
40,24.651281
41,130.69023
42,321.37833
43,144.51991
51,199.38432
52,111.63137
54,16.655752
60,101.51911
61,96.825165
62,77.12978
63,29.800613
65,122.05777
66,121.15991
68,147.44458
71,73.09153
80,31.197529
82,95.67569
94,88.312584
98,333.93567
101,36.57214
102,129.95523
107,126.31863
112,289.68124
113,74.048645
115,72.50304
116,117.301285
120,207.19313
121,68.673386
122,325.2688
132,203.36072
143,78.70329
147,89.09444
150,26.638428
151,79.891464
152,232.31825
153,78.74384
155,62.46798
156,50.4559
159,208.00423
161,126.46442
163,55.41274
177,180.20695
186,33.234234
188,31.198744
190,82.415405
191,98.86109
192,261.72092
195,252.98561
200,169.39694
209,316.183
210,32.246296
211,238.26117
214,77.4512
215,18.47888
218,119.466385
219,38.537376
222,156.79604
225,8.453979
228,315.3953
236,262.34424
241,46.78544
242,160.30699
243,252.04045
245,18.869053
247,256.84595
251,88.04371
252,95.50399
253,91.988266
254,86.584404
258,363.61957
260,78.947716
261,151.5418
265,114.95331
266,255.88222
267,261.51602
269,200.75485
270,81.349464
275,110.306854
278,40.89433
279,72.382645
286,106.94111
287,36.491673
288,207.26552
289,161.3375
293,31.874262
294,179.04655
297,49.477444
302,110.297195
303,53.73327
304,47.081516
307,104.55675
309,23.230734
311,181.9771
312,56.14358
314,181.11784
315,263.51508
319,177.90341
322,107.64727
323,91.72769
325,123.61958
327,228.96503
330,40.173977
332,221.08817
333,27.753883
338,107.350945
341,112.173256
345,132.66743
348,96.06196
349,42.356144
350,134.92255
352,76.50678
355,18.626451
356,238.82858
358,68.80818
363,92.92192
369,138.06447
371,21.796944
372,134.13606
375,263.012
380,107.56491
388,54.62614
391,106.674515
392,241.0296
393,334.27948
394,216.67308
396,20.279688
401,35.45074
407,107.098305
409,88.637985
410,106.18885
416,92.53761
418,131.82115
420,133.03087
421,247.40424
422,101.060974
424,312.95953
428,273.78458
429,205.20593
431,116.795395
435,13.271107
439,138.18854
441,12.355035
447,83.4235
449,104.15237
451,83.62846
452,14.07133
454,179.45308
458,181.95886
463,96.27541
467,26.511375
470,223.09315
471,174.04402
474,255.72884
478,11.100277
483,124.449036
484,119.69749
485,83.98986
486,105.59066
491,90.27338
494,127.365005
495,230.72202
497,216.86647
499,141.5013
515,75.65955
518,196.4799
521,201.4013
525,155.03886
529,271.62314
532,109.19384
534,89.74933
540,143.77728
544,329.50916
547,163.84612
549,64.33499
563,47.920795
564,148.75333
567,117.86947
572,116.1386
577,132.88972
578,275.16772
585,263.8359
588,117.02038
589,115.00445
590,119.709114
592,23.316751
594,222.17868
596,33.753834
598,342.60114
599,113.777374
605,41.1149
606,86.57846
607,244.78319
608,232.9774
609,90.490204
610,304.15945
611,194.6769
614,108.409035
615,259.7957
616,228.46715
617,120.467026
618,237.34721
624,109.38516
629,126.7925
631,112.24223
633,91.1821
637,7.490978
638,118.83927
643,64.631584
644,131.91272
645,38.65135
646,181.58374
648,151.45032
650,46.654816
651,228.556
652,252.17001
656,62.585793
657,28.965658
659,72.7512
660,202.52924
662,117.64077
665,351.83
675,319.36414
681,153.30014
682,201.13255
685,23.184824
686,257.92535
689,22.59735
696,150.4727
703,143.55888
704,93.27647
705,67.4155
714,238.56752
717,107.58206
718,7.1585712
720,97.729706
721,243.32286
723,231.57042
726,203.55652
728,128.50143
730,228.60718
731,30.076084
734,406.54285
737,53.61733
738,22.840042
745,133.96078
746,17.195772
749,205.01271
752,35.420586
753,127.139626
758,264.34103
765,25.338396
766,258.6544
768,72.50962
769,166.18439
774,157.47737
775,107.62078
781,80.981125
784,285.21072
794,10.022989
795,244.82097
796,74.88004
802,152.67133
803,195.29994
805,45.28418
806,229.26006
807,113.25457
809,2.7158847
810,185.5413
812,202.64659
814,123.19078
818,259.7749
819,113.243866
825,60.021896
836,109.78995
839,144.28372
847,295.03934
848,201.65135
851,106.592575
852,148.69362
853,33.123665
857,149.43909
858,47.94143
