ID,전화해지여부
TEST_00000,0.098424286
TEST_00001,0.12611213
TEST_00002,0.11294624
TEST_00003,0.17800339
TEST_00004,0.15595487
TEST_00005,0.07496948
TEST_00006,0.1391047
TEST_00007,0.16639844
TEST_00008,0.071396686
TEST_00009,0.19452442
TEST_00010,0.1042591
TEST_00011,0.29621392
TEST_00012,0.07511298
TEST_00013,0.1477889
TEST_00014,0.04979936
TEST_00015,0.11310218
TEST_00016,0.15323582
TEST_00017,0.11155078
TEST_00018,0.11011689
TEST_00019,0.05869702
TEST_00020,0.16043107
TEST_00021,0.11907837
TEST_00022,0.1535778
TEST_00023,0.09143787
TEST_00024,0.12886801
TEST_00025,0.25479862
TEST_00026,0.051536113
TEST_00027,0.15231092
TEST_00028,0.16843328
TEST_00029,0.19043514
TEST_00030,0.12396719
TEST_00031,0.17641418
TEST_00032,0.22024798
TEST_00033,0.123284385
TEST_00034,0.08633843
TEST_00035,0.06375337
TEST_00036,0.1235742
TEST_00037,0.12710504
TEST_00038,0.053124283
TEST_00039,0.08030149
TEST_00040,0.14300255
TEST_00041,0.07995428
TEST_00042,0.15791391
TEST_00043,0.11169946
TEST_00044,0.16162494
TEST_00045,0.122762844
TEST_00046,0.16805033
TEST_00047,0.078489356
TEST_00048,0.075039916
TEST_00049,0.07840987
TEST_00050,0.18624696
TEST_00051,0.13494067
TEST_00052,0.14271274
TEST_00053,0.12788457
TEST_00054,0.24355093
TEST_00055,0.14398165
TEST_00056,0.16583854
TEST_00057,0.14090769
TEST_00058,0.12962078
TEST_00059,0.25444865
TEST_00060,0.16335109
TEST_00061,0.105076276
TEST_00062,0.15559894
TEST_00063,0.16151696
TEST_00064,0.18335365
TEST_00065,0.09060398
TEST_00066,0.086775325
TEST_00067,0.23888268
TEST_00068,0.16554421
TEST_00069,0.06058732
TEST_00070,0.16670659
TEST_00071,0.08280864
TEST_00072,0.107059605
TEST_00073,0.11417046
TEST_00074,0.119347766
TEST_00075,0.12036574
TEST_00076,0.06625673
TEST_00077,0.08980629
TEST_00078,0.053379234
TEST_00079,0.093065776
TEST_00080,0.08312702
TEST_00081,0.12453832
TEST_00082,0.14192021
TEST_00083,0.055068687
TEST_00084,0.13155004
TEST_00085,0.12816428
TEST_00086,0.15362956
TEST_00087,0.15368868
TEST_00088,0.12638165
TEST_00089,0.13346353
TEST_00090,0.04894751
TEST_00091,0.09993585
TEST_00092,0.17150345
TEST_00093,0.0697987
TEST_00094,0.13665766
TEST_00095,0.11651149
TEST_00096,0.108310364
TEST_00097,0.1768015
TEST_00098,0.12232097
TEST_00099,0.106139585
TEST_00100,0.07013541
TEST_00101,0.13455832
TEST_00102,0.19919233
TEST_00103,0.16237071
TEST_00104,0.07748055
